[08:56:39 PM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[08:57:46 PM]  Logout : [Beri] 119.999.900 [Ruby] 100.049.895
[08:57:48 PM]  Login : [Beri] 119.999.900 [Ruby] 100.049.895
[08:58:19 PM]  Logout : [Beri] 119.999.900 [Ruby] 100.049.890
[08:58:21 PM]  Login : [Beri] 119.999.900 [Ruby] 100.049.890
[09:00:08 PM]  Mua 5000 vé vòng quay -75000 ruby
[09:01:08 PM]  Mua Chú Hề ma quái -500 ruby
[09:01:41 PM]  Mua Tóc Siêu Sao -500 ruby
[09:07:25 PM]  Mua Xp Chiêu thức -6000 ruby
[09:07:25 PM]  Mua Xp Chiêu thức -6000 ruby
[09:07:27 PM]  Mua Kinh nghiệm X2 -60 ruby
[09:07:27 PM]  Mua Kinh nghiệm X2 -60 ruby
[09:07:27 PM]  Mua Kinh nghiệm X2 -60 ruby
[09:07:27 PM]  Mua Kinh nghiệm X2 -60 ruby
[09:07:29 PM]  Mua Quả Conache -0 beri
[09:07:29 PM]  Mua Quả Conache -0 beri
[09:07:29 PM]  Mua Quả Conache -0 beri
[09:07:29 PM]  Mua Quả Conache -0 beri
[09:07:29 PM]  Mua Quả Conache -0 beri
[09:07:29 PM]  Mua Quả Conache -0 beri
[09:07:30 PM]  Mua Quả Conache -0 beri
[09:07:30 PM]  Mua Quả Conache -0 beri
[09:07:30 PM]  Mua Quả Conache -0 beri
[09:10:46 PM]  Mua Kiếm diều hâu 2 -2600 beri
[09:18:42 PM]  Mua Kiếm rồng 2 -2900 beri
[09:18:50 PM]  Mua Áo thun nâu -2600 beri
[09:18:52 PM]  Mua Quần tây đen -2400 beri
[09:19:16 PM]  Nhặt +8250 beri
[09:29:19 PM]  Nhặt +1364 beri
[09:29:39 PM]  Nhặt +1512 beri
[09:29:44 PM]  Nhặt +10726 beri
[09:29:58 PM]  Nhặt +10168 beri
[09:29:59 PM]  Nhặt +1550 beri
[09:30:57 PM]  Nhặt +1922 beri
[09:38:14 PM]  Mua Vé tẩy tiềm năng -0 beri
[09:54:14 PM]  Logout : [Beri] 656.407.639 [Ruby] 99.961.650
[10:05:19 PM]  Login : [Beri] 656.407.639 [Ruby] 99.961.650
[10:08:24 PM]  Mua Bột cường hóa -20 ruby
[10:08:24 PM]  Mua Bột cường hóa -20 ruby
[10:08:24 PM]  Mua Bột cường hóa -20 ruby
[10:08:25 PM]  Mua Bột cường hóa -20 ruby
[10:08:25 PM]  Mua Bột cường hóa -20 ruby
[10:08:25 PM]  Mua Bột cường hóa -20 ruby
[10:08:25 PM]  Mua Bột cường hóa -20 ruby
[10:08:25 PM]  Mua Bột cường hóa -20 ruby
[10:08:25 PM]  Mua Bột cường hóa -20 ruby
[10:08:25 PM]  Mua Bột cường hóa -20 ruby
[10:08:26 PM]  Mua Bột cường hóa -20 ruby
[10:08:26 PM]  Mua Bột cường hóa -20 ruby
[10:08:34 PM]  Mua Bột cường hóa -20 ruby
[10:08:34 PM]  Mua Bột cường hóa -20 ruby
[10:08:34 PM]  Mua Bột cường hóa -20 ruby
[10:08:34 PM]  Mua Bột cường hóa -20 ruby
[10:08:35 PM]  Mua Bột cường hóa -20 ruby
[10:08:35 PM]  Mua Bột cường hóa -20 ruby
[10:08:35 PM]  Mua Bột cường hóa -20 ruby
[10:08:35 PM]  Mua Bột cường hóa -20 ruby
[10:08:35 PM]  Mua Bột cường hóa -20 ruby
[10:08:35 PM]  Mua Bột cường hóa -20 ruby
[10:08:36 PM]  Mua Bột cường hóa -20 ruby
[10:08:36 PM]  Mua Bột cường hóa -20 ruby
[10:08:36 PM]  Mua Bột cường hóa -20 ruby
[10:08:36 PM]  Mua Bột cường hóa -20 ruby
[10:08:36 PM]  Mua Bột cường hóa -20 ruby
[10:08:37 PM]  Mua Bột cường hóa -20 ruby
[10:08:37 PM]  Mua Bột cường hóa -20 ruby
[10:08:37 PM]  Mua Bột cường hóa -20 ruby
[10:08:37 PM]  Mua Bột cường hóa -20 ruby
[10:08:37 PM]  Mua Bột cường hóa -20 ruby
[10:08:37 PM]  Mua Bột cường hóa -20 ruby
[10:08:37 PM]  Mua Bột cường hóa -20 ruby
[10:08:38 PM]  Mua Bột cường hóa -20 ruby
[10:08:38 PM]  Mua Bột cường hóa -20 ruby
[10:08:38 PM]  Mua Bột cường hóa -20 ruby
[10:08:38 PM]  Mua Bột cường hóa -20 ruby
[10:08:38 PM]  Mua Bột cường hóa -20 ruby
[10:08:38 PM]  Mua Bột cường hóa -20 ruby
[10:08:39 PM]  Mua Bột cường hóa -20 ruby
[10:08:39 PM]  Mua Bột cường hóa -20 ruby
[10:08:39 PM]  Mua Bột cường hóa -20 ruby
[10:08:39 PM]  Mua Bột cường hóa -20 ruby
[10:08:39 PM]  Mua Bột cường hóa -20 ruby
[10:08:39 PM]  Mua Bột cường hóa -20 ruby
[10:08:40 PM]  Mua Bột cường hóa -20 ruby
[10:08:40 PM]  Mua Bột cường hóa -20 ruby
[10:08:40 PM]  Mua Bột cường hóa -20 ruby
[10:08:40 PM]  Mua Bột cường hóa -20 ruby
[10:08:40 PM]  Mua Bột cường hóa -20 ruby
[10:08:40 PM]  Mua Bột cường hóa -20 ruby
[10:08:41 PM]  Mua Bột cường hóa -20 ruby
[10:08:41 PM]  Mua Bột cường hóa -20 ruby
[10:08:41 PM]  Mua Bột cường hóa -20 ruby
[10:08:43 PM]  Mua Bột vàng -40 ruby
[10:08:43 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:44 PM]  Mua Bột vàng -40 ruby
[10:08:45 PM]  Mua Bột vàng -40 ruby
[10:08:45 PM]  Mua Bột vàng -40 ruby
[10:08:45 PM]  Mua Bột vàng -40 ruby
[10:08:45 PM]  Mua Bột vàng -40 ruby
[10:08:46 PM]  Mua Bột vàng -40 ruby
[10:08:46 PM]  Mua Bột vàng -40 ruby
[10:08:46 PM]  Mua Bột vàng -40 ruby
[10:08:46 PM]  Mua Bột vàng -40 ruby
[10:08:46 PM]  Mua Bột vàng -40 ruby
[10:08:47 PM]  Mua Bột vàng -40 ruby
[10:08:47 PM]  Mua Bột vàng -40 ruby
[10:08:47 PM]  Mua Bột vàng -40 ruby
[10:08:47 PM]  Mua Bột vàng -40 ruby
[10:08:47 PM]  Mua Bột vàng -40 ruby
[10:08:47 PM]  Mua Bột vàng -40 ruby
[10:08:48 PM]  Mua Bột vàng -40 ruby
[10:08:48 PM]  Mua Bột vàng -40 ruby
[10:08:48 PM]  Mua Bột vàng -40 ruby
[10:08:48 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:49 PM]  Mua Bột vàng -40 ruby
[10:08:50 PM]  Mua Bột vàng -40 ruby
[10:24:32 PM]  Login : [Beri] 656.407.639 [Ruby] 99.961.650
[10:26:11 PM]  Mua Bột cường hóa -20 ruby
[10:26:12 PM]  Mua Bột cường hóa -20 ruby
[10:26:12 PM]  Mua Bột cường hóa -20 ruby
[10:26:12 PM]  Mua Bột cường hóa -20 ruby
[10:26:12 PM]  Mua Bột cường hóa -20 ruby
[10:26:12 PM]  Mua Bột cường hóa -20 ruby
[10:26:12 PM]  Mua Bột cường hóa -20 ruby
[10:26:12 PM]  Mua Bột cường hóa -20 ruby
[10:26:13 PM]  Mua Bột cường hóa -20 ruby
[10:26:13 PM]  Mua Bột cường hóa -20 ruby
[10:26:13 PM]  Mua Bột cường hóa -20 ruby
[10:26:13 PM]  Mua Bột cường hóa -20 ruby
[10:26:13 PM]  Mua Bột cường hóa -20 ruby
[10:26:13 PM]  Mua Bột cường hóa -20 ruby
[10:26:14 PM]  Mua Bột cường hóa -20 ruby
[10:26:14 PM]  Mua Bột cường hóa -20 ruby
[10:26:14 PM]  Mua Bột cường hóa -20 ruby
[10:26:14 PM]  Mua Bột cường hóa -20 ruby
[10:26:14 PM]  Mua Bột cường hóa -20 ruby
[10:26:14 PM]  Mua Bột cường hóa -20 ruby
