[09:22:59 AM]  Login : [Beri] 10.000.000 [Ruby] 50.000
[09:23:26 AM]  Mua 197 vé vòng quay -2955 ruby
[09:24:44 AM]  Mua Kinh nghiệm X2 -60 ruby
[09:24:51 AM]  Mua Gà nướng -1000 beri
[09:24:51 AM]  Mua Gà nướng -1000 beri
[09:24:52 AM]  Mua Gà nướng -1000 beri
[09:24:52 AM]  Mua Gà nướng -1000 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:54 AM]  Mua Súp baratie -1600 beri
[09:24:55 AM]  Mua Súp baratie -1600 beri
[09:24:55 AM]  Mua Súp baratie -1600 beri
[09:24:55 AM]  Mua Súp baratie -1600 beri
[09:24:55 AM]  Mua Súp baratie -1600 beri
[09:24:55 AM]  Mua Súp baratie -1600 beri
[09:24:55 AM]  Mua Súp baratie -1600 beri
[09:24:55 AM]  Mua Súp baratie -1600 beri
[09:24:56 AM]  Mua Súp baratie -1600 beri
[09:24:56 AM]  Mua Súp baratie -1600 beri
[09:24:56 AM]  Mua Súp baratie -1600 beri
[09:24:56 AM]  Mua Súp baratie -1600 beri
[09:24:56 AM]  Mua Súp baratie -1600 beri
[09:24:56 AM]  Mua Súp baratie -1600 beri
[09:24:56 AM]  Mua Súp baratie -1600 beri
[09:24:58 AM]  Mua Cola -800 beri
[09:24:58 AM]  Mua Cola -800 beri
[09:24:59 AM]  Mua Cola -800 beri
[09:24:59 AM]  Mua Cola -800 beri
[09:24:59 AM]  Mua Cola -800 beri
[09:24:59 AM]  Mua Cola -800 beri
[09:24:59 AM]  Mua Cola -800 beri
[09:24:59 AM]  Mua Cola -800 beri
[09:24:59 AM]  Mua Cola -800 beri
[09:25:00 AM]  Mua Cola -800 beri
[09:25:00 AM]  Mua Cola -800 beri
[09:25:00 AM]  Mua Cola -800 beri
[09:25:00 AM]  Mua Cola -800 beri
[09:25:00 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:01 AM]  Mua Cola -800 beri
[09:25:02 AM]  Mua Cola -800 beri
[09:25:02 AM]  Mua Cola -800 beri
[09:25:02 AM]  Mua Cola -800 beri
[09:25:02 AM]  Mua Cola -800 beri
[09:25:02 AM]  Mua Cola -800 beri
[09:25:09 AM]  Mua Chị hằng -500 ruby
[09:25:43 AM]  Mua Thời trang Dracula -500 ruby
[09:25:57 AM]  Mua Tóc Siêu Sao -500 ruby
[09:26:21 AM]  Mua Buggy -500 ruby
[09:27:23 AM]  Nhặt +324 beri
[09:27:26 AM]  Nhặt +236 beri
[09:27:34 AM]  Nhặt +272 beri
[09:27:56 AM]  Nhặt +388 beri
[09:28:13 AM]  Nhặt +306 beri
[09:28:42 AM]  Nhặt +184 beri
[09:28:46 AM]  Nhặt +240 beri
[09:28:51 AM]  Nhặt +180 beri
[09:28:54 AM]  Nhặt +411 beri
[09:28:59 AM]  Nhặt +450 beri
[09:29:00 AM]  Nhặt +208 beri
[09:29:09 AM]  Nhặt +168 beri
[09:29:12 AM]  Nhặt +236 beri
[09:29:28 AM]  Nhặt +165 beri
[09:29:43 AM]  Nhặt +231 beri
[09:29:45 AM]  Nhặt +118 beri
[09:29:49 AM]  Nhặt +564 beri
[09:29:54 AM]  Nhặt +108 beri
[09:30:07 AM]  Nhặt +198 beri
[09:30:18 AM]  Nhặt +198 beri
[09:31:02 AM]  Nhặt +244 beri
[09:31:20 AM]  Nhặt +364 beri
[09:31:39 AM]  Nhặt +304 beri
[09:31:48 AM]  Nhặt +380 beri
[09:31:55 AM]  Nhặt +399 beri
[09:31:58 AM]  Nhặt +222 beri
[09:32:15 AM]  Nhặt +116 beri
[09:32:17 AM]  Nhặt +116 beri
[09:32:18 AM]  Nhặt +126 beri
[09:32:28 AM]  Nhặt +579 beri
[09:33:29 AM]  Nhặt +30 beri
[09:33:33 AM]  Nhặt +20 beri
[09:33:49 AM]  Nhặt +10 beri
[09:33:53 AM]  Nhặt +504 beri
[09:33:56 AM]  Nhặt +50 beri
[09:34:17 AM]  Nhặt +18 beri
[09:34:40 AM]  Nhặt +242 beri
[09:34:44 AM]  Nhặt +384 beri
[09:34:53 AM]  Nhặt +273 beri
[09:34:58 AM]  Nhặt +326 beri
[09:35:11 AM]  Nhặt +254 beri
[09:35:17 AM]  Nhặt +528 beri
[09:35:32 AM]  Nhặt +591 beri
[09:35:57 AM]  Nhặt +30 beri
[09:36:01 AM]  Nhặt +208 beri
[09:36:21 AM]  Nhặt +525 beri
[09:36:32 AM]  Nhặt +122 beri
[09:37:18 AM]  Nhặt +68 beri
[09:37:20 AM]  Nhặt +240 beri
[09:37:22 AM]  Nhặt +14 beri
[09:37:25 AM]  Nhặt +225 beri
[09:38:12 AM]  Logout : [Beri] 26.295.925 [Ruby] 36.940
