[05:19:18 AM]  Login : [Beri] 10.000.000 [Ruby] 50.000
[05:19:43 AM]  Mua 25000 vé vòng quay -375000 ruby
[05:32:14 AM]  Logout : [Beri] 168.787.344 [Ruby] 39.000
[06:17:54 PM]  Login : [Beri] 168.787.344 [Ruby] 39.000
[06:44:30 PM]  Logout : [Beri] 168.787.344 [Ruby] 38.000
[06:44:35 PM]  Login : [Beri] 168.787.344 [Ruby] 38.000
[08:03:57 PM]  Logout : [Beri] 1.431.238.157 [Ruby] 38.000
[08:04:01 PM]  Login : [Beri] 1.431.238.157 [Ruby] 38.000
[08:45:09 PM]  Nhặt +256 beri
[08:45:37 PM]  Nhặt +268 beri
[08:45:57 PM]  Nhặt +110 beri
[08:46:01 PM]  Nhặt +88 beri
[08:46:04 PM]  Nhặt +210 beri
[08:46:17 PM]  Nhặt +54 beri
[08:46:28 PM]  Nhặt +284 beri
[08:46:32 PM]  Nhặt +262 beri
[08:46:44 PM]  Nhặt +204 beri
[08:46:45 PM]  Nhặt +352 beri
[08:46:56 PM]  Nhặt +220 beri
[10:08:45 PM]  Logout : [Beri] 1.999.957.566 [Ruby] 38.000
[10:08:49 PM]  Login : [Beri] 1.999.957.566 [Ruby] 38.000
[10:09:27 PM]  Mua Quả Conache -0 beri
[10:09:27 PM]  Mua Quả Conache -0 beri
[10:09:27 PM]  Mua Quả Conache -0 beri
[10:09:28 PM]  Mua Quả Conache -0 beri
[10:09:28 PM]  Mua Quả Conache -0 beri
[10:09:29 PM]  Mua Quả Conache -0 beri
[10:09:29 PM]  Mua Quả Conache -0 beri
[10:09:29 PM]  Mua Quả Conache -0 beri
[10:09:30 PM]  Mua Quả Conache -0 beri
[10:09:30 PM]  Mua Quả Conache -0 beri
[10:09:30 PM]  Mua Quả Conache -0 beri
[10:09:32 PM]  Mua Quả Conache -0 beri
[10:09:32 PM]  Mua Quả Conache -0 beri
[10:09:33 PM]  Mua Quả Conache -0 beri
[10:11:45 PM]  Mua Quả Conache -0 beri
[10:11:45 PM]  Mua Quả Conache -0 beri
[10:11:46 PM]  Mua Quả Conache -0 beri
[10:11:46 PM]  Mua Quả Conache -0 beri
[10:11:46 PM]  Mua Quả Conache -0 beri
