[03:33:42 AM]  Login : [Beri] 10.000.000 [Ruby] 50.000
[03:34:06 AM]  Mua Tóc Siêu Sao -500 ruby
[03:34:15 AM]  Mua Cola -800 beri
[03:34:16 AM]  Mua Cola -800 beri
[03:34:16 AM]  Mua Cola -800 beri
[03:34:16 AM]  Mua Cola -800 beri
[03:34:16 AM]  Mua Cola -800 beri
[03:34:16 AM]  Mua Cola -800 beri
[03:34:16 AM]  Mua Cola -800 beri
[03:34:17 AM]  Mua Cola -800 beri
[03:34:17 AM]  Mua Cola -800 beri
[03:34:17 AM]  Mua Cola -800 beri
[03:34:17 AM]  Mua Cola -800 beri
[03:34:17 AM]  Mua Cola -800 beri
[03:34:17 AM]  Mua Cola -800 beri
[03:34:18 AM]  Mua Cola -800 beri
[03:34:18 AM]  Mua Cola -800 beri
[03:34:18 AM]  Mua Cola -800 beri
[03:34:18 AM]  Mua Cola -800 beri
[03:34:18 AM]  Mua Cola -800 beri
[03:34:18 AM]  Mua Cola -800 beri
[03:34:18 AM]  Mua Cola -800 beri
[03:34:19 AM]  Mua Cola -800 beri
[03:34:19 AM]  Mua Cola -800 beri
[03:34:19 AM]  Mua Cola -800 beri
[03:34:19 AM]  Mua Cola -800 beri
[03:34:19 AM]  Mua Cola -800 beri
[03:34:20 AM]  Mua Cola -800 beri
[03:34:20 AM]  Mua Cola -800 beri
[03:34:20 AM]  Mua Cola -800 beri
[03:34:20 AM]  Mua Cola -800 beri
[03:34:20 AM]  Mua Cola -800 beri
[03:34:20 AM]  Mua Cola -800 beri
[03:34:21 AM]  Mua Cola -800 beri
[03:34:21 AM]  Mua Cola -800 beri
[03:34:21 AM]  Mua Cola -800 beri
[03:34:23 AM]  Mua Gà nướng -1000 beri
[03:34:23 AM]  Mua Gà nướng -1000 beri
[03:34:23 AM]  Mua Gà nướng -1000 beri
[03:34:23 AM]  Mua Gà nướng -1000 beri
[03:34:23 AM]  Mua Gà nướng -1000 beri
[03:34:24 AM]  Mua Gà nướng -1000 beri
[03:34:24 AM]  Mua Gà nướng -1000 beri
[03:34:24 AM]  Mua Gà nướng -1000 beri
[03:34:24 AM]  Mua Gà nướng -1000 beri
[03:34:24 AM]  Mua Gà nướng -1000 beri
[03:34:24 AM]  Mua Gà nướng -1000 beri
[03:34:24 AM]  Mua Gà nướng -1000 beri
[03:34:25 AM]  Mua Gà nướng -1000 beri
[03:34:25 AM]  Mua Gà nướng -1000 beri
[03:34:25 AM]  Mua Gà nướng -1000 beri
[03:34:25 AM]  Mua Gà nướng -1000 beri
[03:34:25 AM]  Mua Gà nướng -1000 beri
[03:34:25 AM]  Mua Gà nướng -1000 beri
[03:34:28 AM]  Mua Kinh nghiệm X2 -60 ruby
[03:34:29 AM]  Mua Kinh nghiệm X2 -60 ruby
[03:34:29 AM]  Mua Kinh nghiệm X2 -60 ruby
[03:34:32 AM]  Mua Xp Chiêu thức -6000 ruby
[03:34:32 AM]  Mua Xp Chiêu thức -6000 ruby
[03:34:32 AM]  Mua Xp Chiêu thức -6000 ruby
[03:35:00 AM]  Nhặt +249 beri
[03:35:19 AM]  Nhặt +312 beri
[03:35:28 AM]  Nhặt +378 beri
[03:35:39 AM]  Nhặt +399 beri
[03:35:57 AM]  Nhặt +138 beri
[03:36:01 AM]  Nhặt +36 beri
[03:36:39 AM]  Nhặt +231 beri
[03:36:46 AM]  Nhặt +51 beri
[03:37:07 AM]  Nhặt +480 beri
[03:37:35 AM]  Nhặt +108 beri
[03:37:58 AM]  Mua 1000 vé vòng quay -15000 ruby
[03:39:33 AM]  Nhặt +318 beri
[03:39:36 AM]  Nhặt +90 beri
