[03:31:00 AM]  Login : [Beri] 10.000.000 [Ruby] 50.000
[03:31:17 AM]  Nhặt +130 beri
[03:31:42 AM]  Mua Súp baratie -1600 beri
[03:31:42 AM]  Mua Súp baratie -1600 beri
[03:31:42 AM]  Mua Súp baratie -1600 beri
[03:31:42 AM]  Mua Súp baratie -1600 beri
[03:31:42 AM]  Mua Súp baratie -1600 beri
[03:31:43 AM]  Mua Súp baratie -1600 beri
[03:31:43 AM]  Mua Súp baratie -1600 beri
[03:31:43 AM]  Mua Súp baratie -1600 beri
[03:31:43 AM]  Mua Súp baratie -1600 beri
[03:31:43 AM]  Mua Súp baratie -1600 beri
[03:31:43 AM]  Mua Súp baratie -1600 beri
[03:31:43 AM]  Mua Súp baratie -1600 beri
[03:31:44 AM]  Mua Súp baratie -1600 beri
[03:31:44 AM]  Mua Súp baratie -1600 beri
[03:31:46 AM]  Mua Quả Conache -0 beri
[03:31:46 AM]  Mua Quả Conache -0 beri
[03:31:46 AM]  Mua Quả Conache -0 beri
[03:31:47 AM]  Mua Quả Conache -0 beri
[03:31:47 AM]  Mua Quả Conache -0 beri
[03:31:47 AM]  Mua Quả Conache -0 beri
[03:31:47 AM]  Mua Quả Conache -0 beri
[03:31:47 AM]  Mua Quả Conache -0 beri
[03:31:48 AM]  Mua Quả Conache -0 beri
[03:31:48 AM]  Mua Quả Conache -0 beri
[03:31:48 AM]  Mua Quả Conache -0 beri
[03:31:48 AM]  Mua Quả Conache -0 beri
[03:31:48 AM]  Mua Quả Conache -0 beri
[03:31:51 AM]  Mua Kinh nghiệm X2 -15 ruby
[03:32:24 AM]  Mua 200 vé vòng quay -3000 ruby
[03:33:17 AM]  Mua Xp Chiêu thức -300 ruby
[03:33:49 AM]  Nhặt +176 beri
[03:33:52 AM]  Nhặt +728 beri
[03:34:50 AM]  Nhặt +832 beri
[03:35:15 AM]  Mua 50 vé vòng quay -750 ruby
[03:35:31 AM]  Logout : [Beri] 31.473.020 [Ruby] 47.754
[03:35:43 AM]  Login : [Beri] 31.473.020 [Ruby] 47.754
[03:36:16 AM]  Nhặt +603 beri
[03:36:46 AM]  Nhặt +1773 beri
[03:37:34 AM]  Logout : [Beri] 31.475.396 [Ruby] 47.754
[03:37:45 AM]  Login : [Beri] 31.475.396 [Ruby] 47.754
[03:37:52 AM]  Nhặt +1098 beri
[03:38:29 AM]  Nhặt +1359 beri
[03:39:06 AM]  Nhặt +144 beri
[03:39:35 AM]  Nhặt +999 beri
[03:39:42 AM]  Nhặt +531 beri
[03:40:19 AM]  Nhặt +90 beri
[03:44:16 AM]  Login : [Beri] 31.479.527 [Ruby] 47.754
[03:44:34 AM]  Nhặt +297 beri
[03:48:28 AM]  Nhặt +1764 beri
[03:49:08 AM]  Nhặt +1134 beri
[03:49:50 AM]  Nhặt +612 beri
[03:50:37 AM]  Nhặt +459 beri
[03:51:03 AM]  Nhặt +1782 beri
[03:51:27 AM]  Nhặt +549 beri
[03:53:17 AM]  Mua Tóc khỉ con -500 ruby
[03:53:49 AM]  Mua Chị hằng -500 ruby
[03:54:02 AM]  Mua Gậy yểm bùa 2 -1700 beri
[03:54:06 AM]  Mua Áo tím 2 -1400 beri
[03:54:10 AM]  Mua Váy tím 2 -1200 beri
[03:54:47 AM]  Logout : [Beri] 31.481.824 [Ruby] 46.754
[03:54:56 AM]  Login : [Beri] 31.481.824 [Ruby] 46.754
[03:55:48 AM]  Nhặt +1048 beri
[03:55:56 AM]  Nhặt +656 beri
[03:56:03 AM]  Nhặt +1376 beri
[03:56:05 AM]  Nhặt +72 beri
[03:56:54 AM]  Nhặt +712 beri
[04:11:59 AM]  Login : [Beri] 31.485.688 [Ruby] 46.754
[04:12:07 AM]  Nhặt +328 beri
[04:12:08 AM]  Logout : [Beri] 31.486.016 [Ruby] 46.754
[04:12:17 AM]  Login : [Beri] 31.486.016 [Ruby] 46.754
[04:12:23 AM]  Nhặt +544 beri
[04:13:02 AM]  Nhặt +1224 beri
[04:13:30 AM]  Nhặt +584 beri
[04:13:31 AM]  Logout : [Beri] 31.488.368 [Ruby] 46.754
[04:13:47 AM]  Login : [Beri] 31.488.368 [Ruby] 46.754
[04:13:48 AM]  Logout : [Beri] 31.488.368 [Ruby] 46.754
[04:13:58 AM]  Login : [Beri] 31.488.368 [Ruby] 46.754
[04:14:11 AM]  Nhặt +1496 beri
[04:14:24 AM]  Nhặt +240 beri
[04:14:29 AM]  Nhặt +16 beri
[04:15:05 AM]  Nhặt +480 beri
[04:16:26 AM]  Nhặt +1312 beri
[04:16:31 AM]  Nhặt +1328 beri
[04:17:05 AM]  Logout : [Beri] 31.493.240 [Ruby] 46.754
[04:17:18 AM]  Login : [Beri] 31.493.240 [Ruby] 46.754
[04:17:50 AM]  Nhặt +1304 beri
[04:18:36 AM]  Nhặt +1128 beri
[04:18:43 AM]  Nhặt +1328 beri
