[09:46:52 AM]  Login : [Beri] 10.000.000 [Ruby] 50.000
[09:47:12 AM]  Mua 30000 vé vòng quay -450000 ruby
[09:49:08 AM]  Bán item +1 beri
[09:49:08 AM]  Bán item +1 beri
[09:49:09 AM]  Bán item +1 beri
[09:49:10 AM]  Bán item +1 beri
[09:49:11 AM]  Bán item +1 beri
[09:49:12 AM]  Bán item +1 beri
[09:49:13 AM]  Bán item +1 beri
[09:49:14 AM]  Bán item +1 beri
[09:49:14 AM]  Bán item +1 beri
[09:49:15 AM]  Bán item +1 beri
[09:49:16 AM]  Bán item +1 beri
[09:49:18 AM]  Bán item +1 beri
[09:49:19 AM]  Bán item +1 beri
[09:49:20 AM]  Bán item +1 beri
[09:49:20 AM]  Bán item +1 beri
[09:49:39 AM]  Bán item +1 beri
[09:49:39 AM]  Bán item +1 beri
[09:49:41 AM]  Bán item +1 beri
[09:49:43 AM]  Bán item +1 beri
[09:49:44 AM]  Bán item +1 beri
[09:49:45 AM]  Bán item +1 beri
[09:49:46 AM]  Bán item +1 beri
[09:49:47 AM]  Bán item +1 beri
[09:49:47 AM]  Bán item +1 beri
[09:49:49 AM]  Bán item +1 beri
[09:50:16 AM]  Mua Tóc Siêu Sao -500 ruby
[09:50:28 AM]  Mua Thời trang Dracula -500 ruby
[09:50:56 AM]  Mua Kinh nghiệm X2 -15 ruby
[09:50:57 AM]  Mua Kinh nghiệm X2 -15 ruby
[09:50:58 AM]  Mua Kinh nghiệm X2 -15 ruby
[09:50:59 AM]  Mua Kinh nghiệm X2 -15 ruby
[09:51:38 AM]  Mua Cola -800 beri
[09:51:38 AM]  Mua Cola -800 beri
[09:51:38 AM]  Mua Cola -800 beri
[09:51:38 AM]  Mua Cola -800 beri
[09:51:39 AM]  Mua Cola -800 beri
[09:51:39 AM]  Mua Cola -800 beri
[09:51:39 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
[09:51:43 AM]  Mua Cola -800 beri
