[03:44:40 AM]  Login : [Beri] 10.000.000 [Ruby] 50.000
[03:46:28 AM]  Mua Tóc Siêu Sao -500 ruby
[03:50:03 AM]  Nhặt +354 beri
[03:50:51 AM]  Logout : [Beri] 10.023.385 [Ruby] 49.552
[03:52:26 AM]  Login : [Beri] 10.023.385 [Ruby] 49.552
[03:52:49 AM]  Nhặt +441 beri
[03:53:28 AM]  Nhặt +120 beri
[03:55:19 AM]  Mua Súp baratie -1600 beri
[03:55:19 AM]  Mua Súp baratie -1600 beri
[03:55:19 AM]  Mua Súp baratie -1600 beri
[03:55:19 AM]  Mua Súp baratie -1600 beri
[03:55:19 AM]  Mua Súp baratie -1600 beri
[03:55:20 AM]  Mua Súp baratie -1600 beri
[03:55:20 AM]  Mua Súp baratie -1600 beri
[03:55:20 AM]  Mua Súp baratie -1600 beri
[03:55:20 AM]  Mua Súp baratie -1600 beri
[03:55:21 AM]  Mua Súp baratie -1600 beri
[03:55:21 AM]  Mua Súp baratie -1600 beri
[03:55:21 AM]  Mua Súp baratie -1600 beri
[03:55:21 AM]  Mua Súp baratie -1600 beri
[03:55:21 AM]  Mua Súp baratie -1600 beri
[03:55:22 AM]  Mua Súp baratie -1600 beri
[03:55:22 AM]  Mua Súp baratie -1600 beri
[03:55:22 AM]  Mua Súp baratie -1600 beri
[03:55:22 AM]  Mua Súp baratie -1600 beri
[03:55:23 AM]  Mua Súp baratie -1600 beri
[03:55:23 AM]  Mua Súp baratie -1600 beri
[03:55:23 AM]  Mua Súp baratie -1600 beri
[03:55:23 AM]  Mua Súp baratie -1600 beri
[03:55:24 AM]  Mua Súp baratie -1600 beri
[03:55:24 AM]  Mua Súp baratie -1600 beri
[03:55:24 AM]  Mua Súp baratie -1600 beri
[03:55:24 AM]  Mua Súp baratie -1600 beri
[03:55:24 AM]  Mua Súp baratie -1600 beri
[03:55:25 AM]  Mua Súp baratie -1600 beri
[03:55:25 AM]  Mua Súp baratie -1600 beri
[03:55:25 AM]  Mua Súp baratie -1600 beri
[03:55:25 AM]  Mua Súp baratie -1600 beri
[03:55:25 AM]  Mua Súp baratie -1600 beri
[03:55:26 AM]  Mua Súp baratie -1600 beri
[03:55:26 AM]  Mua Súp baratie -1600 beri
[03:55:30 AM]  Mua Quả Conache -0 beri
[03:55:30 AM]  Mua Quả Conache -0 beri
[03:55:31 AM]  Mua Quả Conache -0 beri
[03:55:31 AM]  Mua Quả Conache -0 beri
[03:55:31 AM]  Mua Quả Conache -0 beri
[03:55:32 AM]  Mua Quả Conache -0 beri
[03:55:32 AM]  Mua Quả Conache -0 beri
[03:55:35 AM]  Mua Quả Conache -0 beri
[03:55:35 AM]  Mua Quả Conache -0 beri
[03:55:35 AM]  Mua Quả Conache -0 beri
[03:55:35 AM]  Mua Quả Conache -0 beri
[03:55:36 AM]  Mua Quả Conache -0 beri
[03:55:36 AM]  Mua Quả Conache -0 beri
[03:55:36 AM]  Mua Quả Conache -0 beri
[03:55:36 AM]  Mua Quả Conache -0 beri
[03:55:36 AM]  Mua Quả Conache -0 beri
[03:55:37 AM]  Mua Quả Conache -0 beri
[03:55:37 AM]  Mua Quả Conache -0 beri
[03:55:37 AM]  Mua Quả Conache -0 beri
[03:55:37 AM]  Mua Quả Conache -0 beri
[03:55:37 AM]  Mua Quả Conache -0 beri
[03:55:38 AM]  Mua Quả Conache -0 beri
[03:55:38 AM]  Mua Quả Conache -0 beri
[03:55:38 AM]  Mua Quả Conache -0 beri
[03:55:38 AM]  Mua Quả Conache -0 beri
[03:55:39 AM]  Mua Quả Conache -0 beri
[03:55:39 AM]  Mua Quả Conache -0 beri
[03:55:39 AM]  Mua Quả Conache -0 beri
[03:55:39 AM]  Mua Quả Conache -0 beri
[03:55:39 AM]  Mua Quả Conache -0 beri
[03:55:39 AM]  Mua Quả Conache -0 beri
[03:55:40 AM]  Mua Quả Conache -0 beri
[03:55:40 AM]  Mua Quả Conache -0 beri
[03:55:40 AM]  Mua Quả Conache -0 beri
[03:55:40 AM]  Mua Quả Conache -0 beri
[03:55:41 AM]  Mua Quả Conache -0 beri
[03:55:41 AM]  Mua Quả Conache -0 beri
[03:55:41 AM]  Mua Quả Conache -0 beri
[03:55:41 AM]  Mua Quả Conache -0 beri
[03:55:41 AM]  Mua Quả Conache -0 beri
[03:55:42 AM]  Mua Quả Conache -0 beri
[03:55:42 AM]  Mua Quả Conache -0 beri
[03:55:42 AM]  Mua Quả Conache -0 beri
[03:55:42 AM]  Mua Quả Conache -0 beri
[03:55:43 AM]  Mua Quả Conache -0 beri
[03:55:43 AM]  Mua Quả Conache -0 beri
[03:55:43 AM]  Mua Quả Conache -0 beri
[03:55:43 AM]  Mua Quả Conache -0 beri
[03:55:43 AM]  Mua Quả Conache -0 beri
[03:55:44 AM]  Mua Quả Conache -0 beri
[03:55:44 AM]  Mua Quả Conache -0 beri
[03:55:44 AM]  Mua Quả Conache -0 beri
[03:55:44 AM]  Mua Quả Conache -0 beri
[03:55:44 AM]  Mua Quả Conache -0 beri
[03:55:45 AM]  Mua Quả Conache -0 beri
[03:55:45 AM]  Mua Quả Conache -0 beri
[03:55:45 AM]  Mua Quả Conache -0 beri
[03:55:45 AM]  Mua Quả Conache -0 beri
[03:55:45 AM]  Mua Quả Conache -0 beri
[03:55:46 AM]  Mua Quả Conache -0 beri
[03:55:46 AM]  Mua Quả Conache -0 beri
[03:55:46 AM]  Mua Quả Conache -0 beri
[03:55:46 AM]  Mua Quả Conache -0 beri
[03:55:47 AM]  Mua Quả Conache -0 beri
[03:55:47 AM]  Mua Quả Conache -0 beri
[03:55:47 AM]  Mua Quả Conache -0 beri
[03:55:47 AM]  Mua Quả Conache -0 beri
[03:55:48 AM]  Mua Quả Conache -0 beri
[03:55:48 AM]  Mua Quả Conache -0 beri
[03:55:48 AM]  Mua Quả Conache -0 beri
[03:55:48 AM]  Mua Quả Conache -0 beri
[03:55:49 AM]  Mua Quả Conache -0 beri
[03:55:49 AM]  Mua Quả Conache -0 beri
[03:55:49 AM]  Mua Quả Conache -0 beri
[03:55:49 AM]  Mua Quả Conache -0 beri
[03:55:49 AM]  Mua Quả Conache -0 beri
[03:55:50 AM]  Mua Quả Conache -0 beri
[03:55:50 AM]  Mua Quả Conache -0 beri
[03:55:50 AM]  Mua Quả Conache -0 beri
[03:55:50 AM]  Mua Quả Conache -0 beri
[03:55:50 AM]  Mua Quả Conache -0 beri
[03:55:51 AM]  Mua Quả Conache -0 beri
[03:55:51 AM]  Mua Quả Conache -0 beri
