[06:21:49 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[06:22:00 AM]  Nhặt +146 beri
[06:23:13 AM]  Mua Tóc mốc lai -500 ruby
[06:23:31 AM]  Logout : [Beri] 2.000.000.146 [Ruby] 499.500
[06:24:29 AM]  Login : [Beri] 2.000.000.146 [Ruby] 499.500
[06:24:33 AM]  Logout : [Beri] 2.000.000.146 [Ruby] 499.500
[06:24:43 AM]  Login : [Beri] 2.000.000.146 [Ruby] 499.500
[06:25:32 AM]  Logout : [Beri] 2.000.000.146 [Ruby] 499.500
[06:25:46 AM]  Login : [Beri] 2.000.000.146 [Ruby] 499.500
[06:26:52 AM]  Logout : [Beri] 2.000.000.146 [Ruby] 499.500
[06:38:47 AM]  Login : [Beri] 2.000.000.146 [Ruby] 499.500
[06:40:13 AM]  Nhặt +783 beri
[06:41:51 AM]  Mua Súp baratie -1600 beri
[06:41:51 AM]  Mua Súp baratie -1600 beri
[06:41:51 AM]  Mua Súp baratie -1600 beri
[06:41:51 AM]  Mua Súp baratie -1600 beri
[06:41:52 AM]  Mua Súp baratie -1600 beri
[06:41:52 AM]  Mua Súp baratie -1600 beri
[06:41:52 AM]  Mua Súp baratie -1600 beri
[06:41:52 AM]  Mua Súp baratie -1600 beri
[06:41:52 AM]  Mua Súp baratie -1600 beri
[06:41:52 AM]  Mua Súp baratie -1600 beri
[06:41:52 AM]  Mua Súp baratie -1600 beri
[06:41:53 AM]  Mua Súp baratie -1600 beri
[06:41:53 AM]  Mua Súp baratie -1600 beri
[06:41:53 AM]  Mua Súp baratie -1600 beri
[06:41:53 AM]  Mua Súp baratie -1600 beri
[06:41:53 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:54 AM]  Mua Súp baratie -1600 beri
[06:41:55 AM]  Mua Súp baratie -1600 beri
[06:41:55 AM]  Mua Súp baratie -1600 beri
[06:41:55 AM]  Mua Súp baratie -1600 beri
[06:41:55 AM]  Mua Súp baratie -1600 beri
[06:41:55 AM]  Mua Súp baratie -1600 beri
[06:41:55 AM]  Mua Súp baratie -1600 beri
[06:41:55 AM]  Mua Súp baratie -1600 beri
[06:41:56 AM]  Mua Súp baratie -1600 beri
[06:41:56 AM]  Mua Súp baratie -1600 beri
[06:41:56 AM]  Mua Súp baratie -1600 beri
[06:41:56 AM]  Mua Súp baratie -1600 beri
[06:41:57 AM]  Mua Quả Conache -0 beri
[06:41:57 AM]  Mua Quả Conache -0 beri
[06:41:57 AM]  Mua Quả Conache -0 beri
[06:41:57 AM]  Mua Quả Conache -0 beri
[06:41:58 AM]  Mua Quả Conache -0 beri
[06:41:58 AM]  Mua Quả Conache -0 beri
[06:41:58 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:00 AM]  Mua Quả Conache -0 beri
[06:42:01 AM]  Mua Quả Conache -0 beri
[06:42:02 AM]  Mua Kinh nghiệm X2 -15 ruby
[06:42:04 AM]  Mua Xp Chiêu thức -1500 ruby
[06:45:21 AM]  Nhặt +3696 beri
[06:45:37 AM]  Nhặt +1872 beri
[06:46:28 AM]  Nhặt +3456 beri
[06:51:03 AM]  Nhặt +6534 beri
[06:53:12 AM]  Logout : [Beri] 1.999.958.887 [Ruby] 497.985
[06:53:26 AM]  Login : [Beri] 1.999.958.887 [Ruby] 497.985
[07:02:08 AM]  Login : [Beri] 1.999.958.887 [Ruby] 497.985
[07:02:22 AM]  Logout : [Beri] 1.999.958.887 [Ruby] 497.985
[07:09:40 AM]  Login : [Beri] 1.999.958.887 [Ruby] 497.985
[07:09:42 AM]  Logout : [Beri] 1.999.958.887 [Ruby] 497.985
[07:09:51 AM]  Login : [Beri] 1.999.958.887 [Ruby] 497.985
[07:09:54 AM]  Logout : [Beri] 1.999.958.887 [Ruby] 497.985
