[06:36:50 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[06:37:04 AM]  Nhặt +115 beri
[06:38:26 AM]  Logout : [Beri] 2.000.000.115 [Ruby] 500.000
[06:38:36 AM]  Login : [Beri] 2.000.000.115 [Ruby] 500.000
[06:38:58 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:38:59 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:38:59 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:39:03 AM]  Mua Xp Chiêu thức -6000 ruby
[06:39:03 AM]  Mua Xp Chiêu thức -6000 ruby
[06:39:03 AM]  Mua Xp Chiêu thức -6000 ruby
[06:39:03 AM]  Mua Xp Chiêu thức -6000 ruby
[06:39:09 AM]  Mua Quả Conache -0 beri
[06:39:11 AM]  Mua Quả Conache -0 beri
[06:39:11 AM]  Mua Quả Conache -0 beri
[06:39:11 AM]  Mua Quả Conache -0 beri
[06:39:12 AM]  Mua Quả Conache -0 beri
[06:39:12 AM]  Mua Quả Conache -0 beri
[06:39:12 AM]  Mua Quả Conache -0 beri
[06:39:12 AM]  Mua Quả Conache -0 beri
[06:39:13 AM]  Mua Quả Conache -0 beri
[06:39:13 AM]  Mua Quả Conache -0 beri
[06:39:13 AM]  Mua Quả Conache -0 beri
[06:39:13 AM]  Mua Quả Conache -0 beri
[06:39:13 AM]  Mua Quả Conache -0 beri
[06:39:13 AM]  Mua Quả Conache -0 beri
[06:39:14 AM]  Mua Quả Conache -0 beri
[06:39:14 AM]  Mua Quả Conache -0 beri
[06:39:14 AM]  Mua Quả Conache -0 beri
[06:39:14 AM]  Mua Quả Conache -0 beri
[06:39:14 AM]  Mua Quả Conache -0 beri
[06:39:15 AM]  Mua Quả Conache -0 beri
[06:39:15 AM]  Mua Quả Conache -0 beri
[06:39:15 AM]  Mua Quả Conache -0 beri
[06:39:15 AM]  Mua Quả Conache -0 beri
[06:39:15 AM]  Mua Quả Conache -0 beri
[06:39:16 AM]  Mua Quả Conache -0 beri
[06:39:16 AM]  Mua Quả Conache -0 beri
[06:39:16 AM]  Mua Quả Conache -0 beri
[06:39:16 AM]  Mua Quả Conache -0 beri
[06:39:16 AM]  Mua Quả Conache -0 beri
[06:39:16 AM]  Mua Quả Conache -0 beri
[06:39:16 AM]  Mua Quả Conache -0 beri
[06:39:17 AM]  Mua Quả Conache -0 beri
[06:39:17 AM]  Mua Quả Conache -0 beri
[06:39:17 AM]  Mua Quả Conache -0 beri
[06:39:17 AM]  Mua Quả Conache -0 beri
[06:39:17 AM]  Mua Quả Conache -0 beri
[06:39:18 AM]  Mua Quả Conache -0 beri
[06:39:18 AM]  Mua Quả Conache -0 beri
[06:39:18 AM]  Mua Quả Conache -0 beri
[06:39:18 AM]  Mua Quả Conache -0 beri
[06:39:18 AM]  Mua Quả Conache -0 beri
[06:39:19 AM]  Mua Quả Conache -0 beri
[06:39:19 AM]  Mua Quả Conache -0 beri
[06:39:19 AM]  Mua Quả Conache -0 beri
[06:39:19 AM]  Mua Quả Conache -0 beri
[06:39:19 AM]  Mua Quả Conache -0 beri
[06:39:20 AM]  Mua Quả Conache -0 beri
[06:39:20 AM]  Mua Quả Conache -0 beri
[06:44:59 AM]  Logout : [Beri] 2.000.000.115 [Ruby] 475.820
[06:45:06 AM]  Login : [Beri] 2.000.000.115 [Ruby] 475.820
[06:46:19 AM]  Logout : [Beri] 2.000.000.115 [Ruby] 475.820
