[03:23:45 AM]  Login : [Beri] 2.000.000.000 [Ruby] 5.000.000
[03:23:48 AM]  Nhặt +72 beri
[03:24:18 AM]  Mua 9999 vé vòng quay -149985 ruby
[03:28:25 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:25 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:25 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:26 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:26 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:26 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:26 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:26 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:26 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:27 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:27 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:27 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:27 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:28 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:28 AM]  Mua Búa siêu cấp -10000 ruby
[03:28:44 AM]  Đục lỗ Súng tử thần 2 -50 ruby
[03:28:44 AM]  Đục lỗ Súng tử thần 2 -100 ruby
[03:28:44 AM]  Đục lỗ Súng tử thần 2 -100 ruby
[03:28:44 AM]  Đục lỗ Súng tử thần 2 -100 ruby
[03:28:44 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:44 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:44 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -150 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:47 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:48 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:49 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:49 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:49 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:49 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -200 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:50 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:51 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:52 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:52 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:52 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:52 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:52 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -250 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -300 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -300 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -300 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -300 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -300 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -300 ruby
[03:28:53 AM]  Đục lỗ Súng tử thần 2 -300 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:28:54 AM]  Đục lỗ Súng tử thần 2 -350 ruby
[03:29:07 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -50 ruby
[03:29:07 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -50 ruby
[03:29:07 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -50 ruby
[03:29:07 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:08 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:09 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:09 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:09 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:09 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:09 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -200 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -200 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -200 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -250 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -250 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -250 ruby
[03:29:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -250 ruby
