[10:05:15 AM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[10:07:14 AM]  Mua Lucci -500 ruby
[10:08:10 AM]  Mua Tóc lỳ lợm -500 ruby
[10:10:58 AM]  Logout : [Beri] 20.000.000 [Ruby] 49.000
[10:12:45 AM]  Login : [Beri] 20.000.000 [Ruby] 49.000
[10:24:44 AM]  Mua Cola -800 beri
[10:24:44 AM]  Mua Cola -800 beri
[10:24:44 AM]  Mua Cola -800 beri
[10:24:44 AM]  Mua Cola -800 beri
[10:24:44 AM]  Mua Cola -800 beri
[10:24:45 AM]  Mua Cola -800 beri
[10:24:45 AM]  Mua Cola -800 beri
[10:24:45 AM]  Mua Cola -800 beri
[10:24:45 AM]  Mua Cola -800 beri
[10:24:45 AM]  Mua Cola -800 beri
[10:24:45 AM]  Mua Cola -800 beri
[10:24:46 AM]  Mua Cola -800 beri
[10:24:46 AM]  Mua Cola -800 beri
[10:24:46 AM]  Mua Cola -800 beri
[10:24:46 AM]  Mua Cola -800 beri
[10:24:46 AM]  Mua Cola -800 beri
[10:24:48 AM]  Mua Súp baratie -1600 beri
[10:24:48 AM]  Mua Súp baratie -1600 beri
[10:24:48 AM]  Mua Súp baratie -1600 beri
[10:24:48 AM]  Mua Súp baratie -1600 beri
[10:24:48 AM]  Mua Súp baratie -1600 beri
[10:24:48 AM]  Mua Súp baratie -1600 beri
[10:24:49 AM]  Mua Súp baratie -1600 beri
[10:24:49 AM]  Mua Súp baratie -1600 beri
[10:24:49 AM]  Mua Súp baratie -1600 beri
[10:24:49 AM]  Mua Súp baratie -1600 beri
[10:24:49 AM]  Mua Súp baratie -1600 beri
[10:24:49 AM]  Mua Súp baratie -1600 beri
[10:34:31 AM]  Nhặt +5916 beri
[10:34:38 AM]  Nhặt +3213 beri
[10:34:42 AM]  Nhặt +4743 beri
[10:34:58 AM]  Mua Kinh nghiệm X2 -60 ruby
[10:34:58 AM]  Mua Kinh nghiệm X2 -60 ruby
[10:34:59 AM]  Mua Kinh nghiệm X2 -60 ruby
[10:34:59 AM]  Mua Kinh nghiệm X2 -60 ruby
[10:34:59 AM]  Mua Kinh nghiệm X2 -60 ruby
[10:35:00 AM]  Mua Xp Chiêu thức -6000 ruby
[10:35:01 AM]  Mua Xp Chiêu thức -6000 ruby
[10:35:01 AM]  Mua Xp Chiêu thức -6000 ruby
[10:35:01 AM]  Mua Xp Chiêu thức -6000 ruby
[10:35:01 AM]  Mua Xp Chiêu thức -6000 ruby
[10:35:01 AM]  Mua Xp Chiêu thức -6000 ruby
[10:40:56 AM]  Mua 5000 vé vòng quay -75000 ruby
[10:43:08 AM]  Logout : [Beri] 30.041.033 [Ruby] 947.700
[10:43:14 AM]  Login : [Beri] 30.041.033 [Ruby] 947.700
[10:51:44 AM]  Mua Búa siêu cấp -10000 ruby
[10:51:45 AM]  Mua Búa siêu cấp -10000 ruby
[10:51:50 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:50 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:50 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:51 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:51 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:51 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:51 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:51 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:51 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:52 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:52 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:52 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:52 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:52 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:52 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:53 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:53 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:53 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:53 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:53 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:53 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:54 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:54 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
[10:51:54 AM]  Mua Tinh thể ruby cấp 1 -40 ruby
