[11:56:10 AM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[12:00:17 PM]  Mua 120 vé vòng quay -1800 ruby
[12:04:53 PM]  Login : [Beri] 27.720.535 [Ruby] 2.848.200
[12:06:42 PM]  Login : [Beri] 27.720.535 [Ruby] 2.848.200
[12:06:51 PM]  Mua Súp baratie -1600 beri
[12:06:51 PM]  Mua Súp baratie -1600 beri
[12:06:51 PM]  Mua Súp baratie -1600 beri
[12:06:51 PM]  Mua Súp baratie -1600 beri
[12:06:52 PM]  Mua Súp baratie -1600 beri
[12:06:52 PM]  Mua Súp baratie -1600 beri
[12:06:52 PM]  Mua Súp baratie -1600 beri
[12:06:52 PM]  Mua Súp baratie -1600 beri
[12:06:52 PM]  Mua Súp baratie -1600 beri
[12:06:52 PM]  Mua Súp baratie -1600 beri
[12:06:53 PM]  Mua Súp baratie -1600 beri
[12:06:53 PM]  Mua Súp baratie -1600 beri
[12:06:53 PM]  Mua Súp baratie -1600 beri
[12:06:53 PM]  Mua Súp baratie -1600 beri
[12:06:53 PM]  Mua Súp baratie -1600 beri
[12:06:53 PM]  Mua Súp baratie -1600 beri
[12:06:54 PM]  Mua Súp baratie -1600 beri
[12:06:54 PM]  Mua Súp baratie -1600 beri
[12:06:54 PM]  Mua Súp baratie -1600 beri
[12:06:54 PM]  Mua Súp baratie -1600 beri
[12:06:54 PM]  Mua Súp baratie -1600 beri
[12:06:55 PM]  Mua Súp baratie -1600 beri
[12:06:55 PM]  Mua Súp baratie -1600 beri
[12:06:55 PM]  Mua Súp baratie -1600 beri
[12:06:55 PM]  Mua Súp baratie -1600 beri
[12:06:55 PM]  Mua Súp baratie -1600 beri
[12:06:56 PM]  Mua Súp baratie -1600 beri
[12:06:56 PM]  Mua Súp baratie -1600 beri
[12:06:56 PM]  Mua Súp baratie -1600 beri
[12:06:56 PM]  Mua Súp baratie -1600 beri
[12:06:56 PM]  Mua Súp baratie -1600 beri
[12:06:57 PM]  Mua Súp baratie -1600 beri
[12:06:57 PM]  Mua Súp baratie -1600 beri
