[09:01:12 AM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[09:02:28 AM]  Mua Dr. Strange Zoombie -500 ruby
[09:02:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[09:02:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[09:02:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[09:02:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[09:03:23 AM]  Mua Xp Chiêu thức -6000 ruby
[09:06:03 AM]  Logout : [Beri] 20.000.000 [Ruby] 43.260
[09:06:40 AM]  Login : [Beri] 20.000.000 [Ruby] 43.260
[09:06:52 AM]  Mua 300 vé vòng quay -4500 ruby
[09:11:23 AM]  Mua Quả Conache -0 beri
[09:11:24 AM]  Mua Quả Conache -0 beri
[09:11:24 AM]  Mua Quả Conache -0 beri
[09:11:24 AM]  Mua Quả Conache -0 beri
[09:11:24 AM]  Mua Quả Conache -0 beri
[09:11:24 AM]  Mua Quả Conache -0 beri
[09:11:24 AM]  Mua Quả Conache -0 beri
[09:11:25 AM]  Mua Quả Conache -0 beri
[09:11:25 AM]  Mua Quả Conache -0 beri
[09:11:25 AM]  Mua Quả Conache -0 beri
[09:11:25 AM]  Mua Quả Conache -0 beri
[09:11:25 AM]  Mua Quả Conache -0 beri
[09:11:25 AM]  Mua Quả Conache -0 beri
[09:11:26 AM]  Mua Quả Conache -0 beri
[09:11:26 AM]  Mua Quả Conache -0 beri
[09:11:26 AM]  Mua Quả Conache -0 beri
[09:11:26 AM]  Mua Quả Conache -0 beri
[09:11:26 AM]  Mua Quả Conache -0 beri
[09:11:26 AM]  Mua Quả Conache -0 beri
[09:11:27 AM]  Mua Quả Conache -0 beri
[09:11:27 AM]  Mua Quả Conache -0 beri
[09:11:27 AM]  Mua Quả Conache -0 beri
[09:11:27 AM]  Mua Quả Conache -0 beri
[09:11:27 AM]  Mua Quả Conache -0 beri
[09:11:28 AM]  Mua Quả Conache -0 beri
[09:11:28 AM]  Mua Quả Conache -0 beri
[09:11:28 AM]  Mua Quả Conache -0 beri
[09:11:28 AM]  Mua Quả Conache -0 beri
[09:11:28 AM]  Mua Quả Conache -0 beri
[09:11:28 AM]  Mua Quả Conache -0 beri
[09:11:29 AM]  Mua Quả Conache -0 beri
[09:11:29 AM]  Mua Quả Conache -0 beri
[09:11:29 AM]  Mua Quả Conache -0 beri
[09:11:29 AM]  Mua Quả Conache -0 beri
[09:11:29 AM]  Mua Quả Conache -0 beri
[09:11:32 AM]  Mua Súp baratie -1600 beri
[09:11:32 AM]  Mua Súp baratie -1600 beri
[09:11:32 AM]  Mua Súp baratie -1600 beri
[09:11:32 AM]  Mua Súp baratie -1600 beri
[09:11:32 AM]  Mua Súp baratie -1600 beri
[09:11:32 AM]  Mua Súp baratie -1600 beri
[09:11:32 AM]  Mua Súp baratie -1600 beri
[09:11:33 AM]  Mua Súp baratie -1600 beri
[09:11:33 AM]  Mua Súp baratie -1600 beri
[09:11:33 AM]  Mua Súp baratie -1600 beri
[09:11:33 AM]  Mua Súp baratie -1600 beri
[09:11:33 AM]  Mua Súp baratie -1600 beri
[09:11:33 AM]  Mua Súp baratie -1600 beri
[09:11:34 AM]  Mua Súp baratie -1600 beri
[09:11:34 AM]  Mua Súp baratie -1600 beri
[09:11:34 AM]  Mua Súp baratie -1600 beri
[09:11:34 AM]  Mua Súp baratie -1600 beri
[09:11:34 AM]  Mua Súp baratie -1600 beri
[09:11:34 AM]  Mua Súp baratie -1600 beri
[09:11:35 AM]  Mua Súp baratie -1600 beri
[09:15:29 AM]  Logout : [Beri] 55.950.576 [Ruby] 38.760
