[02:32:33 PM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[02:34:09 PM]  Logout : [Beri] 41.000.000 [Ruby] 21.050.000
[02:34:14 PM]  Login : [Beri] 41.000.000 [Ruby] 21.050.000
[02:34:26 PM]  Mua 1200 vé vòng quay -18000 ruby
[02:46:52 PM]  Mua Kinh nghiệm X2 -60 ruby
[02:46:52 PM]  Mua Kinh nghiệm X2 -60 ruby
[02:46:53 PM]  Mua Kinh nghiệm X2 -60 ruby
[02:46:55 PM]  Mua Xp Chiêu thức -6000 ruby
[02:46:55 PM]  Mua Xp Chiêu thức -6000 ruby
[02:46:57 PM]  Mua Súp baratie -1600 beri
[02:46:57 PM]  Mua Súp baratie -1600 beri
[02:46:58 PM]  Mua Súp baratie -1600 beri
[02:46:58 PM]  Mua Súp baratie -1600 beri
[02:46:58 PM]  Mua Súp baratie -1600 beri
[02:46:58 PM]  Mua Súp baratie -1600 beri
[02:46:58 PM]  Mua Súp baratie -1600 beri
[02:46:58 PM]  Mua Súp baratie -1600 beri
[02:46:58 PM]  Mua Súp baratie -1600 beri
[02:46:59 PM]  Mua Súp baratie -1600 beri
[02:46:59 PM]  Mua Súp baratie -1600 beri
[02:46:59 PM]  Mua Súp baratie -1600 beri
[02:46:59 PM]  Mua Súp baratie -1600 beri
[02:46:59 PM]  Mua Súp baratie -1600 beri
[02:46:59 PM]  Mua Súp baratie -1600 beri
[02:47:00 PM]  Mua Súp baratie -1600 beri
[02:47:00 PM]  Mua Súp baratie -1600 beri
[02:47:00 PM]  Mua Súp baratie -1600 beri
[02:47:00 PM]  Mua Súp baratie -1600 beri
[02:47:00 PM]  Mua Súp baratie -1600 beri
[02:47:00 PM]  Mua Súp baratie -1600 beri
[02:47:01 PM]  Mua Súp baratie -1600 beri
[02:47:01 PM]  Mua Súp baratie -1600 beri
[02:47:01 PM]  Mua Súp baratie -1600 beri
[02:47:01 PM]  Mua Súp baratie -1600 beri
[02:47:01 PM]  Mua Súp baratie -1600 beri
[02:47:01 PM]  Mua Súp baratie -1600 beri
[02:47:01 PM]  Mua Súp baratie -1600 beri
[02:47:03 PM]  Mua Cola -800 beri
[02:47:03 PM]  Mua Cola -800 beri
[02:47:03 PM]  Mua Cola -800 beri
[02:47:03 PM]  Mua Cola -800 beri
[02:47:04 PM]  Mua Cola -800 beri
[02:47:04 PM]  Mua Cola -800 beri
[02:47:04 PM]  Mua Cola -800 beri
[02:47:04 PM]  Mua Cola -800 beri
[02:47:04 PM]  Mua Cola -800 beri
[02:47:04 PM]  Mua Cola -800 beri
[02:47:04 PM]  Mua Cola -800 beri
[02:47:05 PM]  Mua Cola -800 beri
[02:47:05 PM]  Mua Cola -800 beri
[02:47:05 PM]  Mua Cola -800 beri
[02:47:05 PM]  Mua Cola -800 beri
[02:47:05 PM]  Mua Cola -800 beri
[02:47:06 PM]  Mua Cola -800 beri
[02:47:06 PM]  Mua Cola -800 beri
[02:47:06 PM]  Mua Cola -800 beri
[02:47:06 PM]  Mua Cola -800 beri
[02:47:06 PM]  Mua Cola -800 beri
[02:47:06 PM]  Mua Cola -800 beri
[02:47:07 PM]  Mua Cola -800 beri
[02:47:08 PM]  Mua Cola -800 beri
[02:47:08 PM]  Mua Cola -800 beri
[02:47:08 PM]  Mua Cola -800 beri
[02:47:08 PM]  Mua Cola -800 beri
[02:47:09 PM]  Mua Cola -800 beri
[02:47:32 PM]  Nhặt +250 beri
[02:55:25 PM]  Mua Dr. Strange Zoombie -500 ruby
[02:55:44 PM]  Mua Lego -500 ruby
[03:14:21 PM]  Mua Bột vàng -40 ruby
[03:14:21 PM]  Mua Bột vàng -40 ruby
[03:14:21 PM]  Mua Bột vàng -40 ruby
[03:14:21 PM]  Mua Bột vàng -40 ruby
[03:14:22 PM]  Mua Bột vàng -40 ruby
[03:14:22 PM]  Mua Bột vàng -40 ruby
[03:14:22 PM]  Mua Bột vàng -40 ruby
