[10:38:17 PM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[10:39:21 PM]  Mua Kinh nghiệm X2 -60 ruby
[10:39:22 PM]  Mua Xp Chiêu thức -6000 ruby
[10:40:08 PM]  Mua Minh Vương -5000 ruby
[10:40:15 PM]  Mua Tóc Kool -500 ruby
[10:40:34 PM]  Mua Gà nướng -1000 beri
[10:40:34 PM]  Mua Gà nướng -1000 beri
[10:40:34 PM]  Mua Gà nướng -1000 beri
[10:40:35 PM]  Mua Gà nướng -1000 beri
[10:40:35 PM]  Mua Gà nướng -1000 beri
[10:40:35 PM]  Mua Gà nướng -1000 beri
[10:40:35 PM]  Mua Gà nướng -1000 beri
[10:40:35 PM]  Mua Gà nướng -1000 beri
[10:40:35 PM]  Mua Gà nướng -1000 beri
[10:40:36 PM]  Mua Gà nướng -1000 beri
[10:40:36 PM]  Mua Gà nướng -1000 beri
[10:40:36 PM]  Mua Gà nướng -1000 beri
[10:40:36 PM]  Mua Gà nướng -1000 beri
[10:40:36 PM]  Mua Gà nướng -1000 beri
[10:40:37 PM]  Mua Gà nướng -1000 beri
[10:40:37 PM]  Mua Gà nướng -1000 beri
[10:40:37 PM]  Mua Gà nướng -1000 beri
[10:40:37 PM]  Mua Gà nướng -1000 beri
[10:40:37 PM]  Mua Gà nướng -1000 beri
[10:40:37 PM]  Mua Gà nướng -1000 beri
[10:40:38 PM]  Mua Gà nướng -1000 beri
[10:40:38 PM]  Mua Gà nướng -1000 beri
[10:40:38 PM]  Mua Gà nướng -1000 beri
[10:40:38 PM]  Mua Gà nướng -1000 beri
[10:40:38 PM]  Mua Gà nướng -1000 beri
[10:40:38 PM]  Mua Gà nướng -1000 beri
[10:40:39 PM]  Mua Gà nướng -1000 beri
[10:40:39 PM]  Mua Gà nướng -1000 beri
[10:40:39 PM]  Mua Gà nướng -1000 beri
[10:40:39 PM]  Mua Gà nướng -1000 beri
[10:40:41 PM]  Mua Cola -800 beri
[10:40:41 PM]  Mua Cola -800 beri
[10:40:41 PM]  Mua Cola -800 beri
[10:40:41 PM]  Mua Cola -800 beri
[10:40:42 PM]  Mua Cola -800 beri
[10:40:42 PM]  Mua Cola -800 beri
[10:40:42 PM]  Mua Cola -800 beri
[10:40:42 PM]  Mua Cola -800 beri
[10:40:42 PM]  Mua Cola -800 beri
[10:40:42 PM]  Mua Cola -800 beri
[10:40:43 PM]  Mua Cola -800 beri
[10:40:43 PM]  Mua Cola -800 beri
[10:40:43 PM]  Mua Cola -800 beri
[10:40:43 PM]  Mua Cola -800 beri
[10:40:43 PM]  Mua Cola -800 beri
[10:40:44 PM]  Mua Cola -800 beri
[10:40:44 PM]  Mua Cola -800 beri
[10:40:44 PM]  Mua Cola -800 beri
[10:40:44 PM]  Mua Cola -800 beri
[10:40:44 PM]  Mua Cola -800 beri
[10:40:44 PM]  Mua Cola -800 beri
[10:40:45 PM]  Mua Cola -800 beri
[10:40:45 PM]  Mua Cola -800 beri
[10:40:45 PM]  Mua Cola -800 beri
[10:40:45 PM]  Mua Cola -800 beri
[10:41:39 PM]  Logout : [Beri] 30.950.000 [Ruby] 11.038.440
[10:44:24 PM]  Login : [Beri] 30.950.000 [Ruby] 11.038.440
[10:44:37 PM]  Mua Thạch anh - Ruby siêu cấp -2 ruby
[10:45:11 PM]  Logout : [Beri] 30.950.000 [Ruby] 11.038.438
