[12:47:35 PM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[12:52:46 PM]  Mua Xp Chiêu thức -300 ruby
[12:52:48 PM]  Mua Kinh nghiệm X2 -3 ruby
[12:52:49 PM]  Mua Kinh nghiệm X2 -3 ruby
[12:53:13 PM]  Mua Trang phục Franky -500 ruby
[12:53:26 PM]  Mua Tóc Siêu Sao -500 ruby
[12:53:51 PM]  Mua 100 vé vòng quay -1500 ruby
[01:03:35 PM]  Nhặt +374 beri
[01:03:54 PM]  Nhặt +2074 beri
[01:04:20 PM]  Nhặt +2482 beri
[01:04:59 PM]  Mua Súp baratie -1600 beri
[01:04:59 PM]  Mua Súp baratie -1600 beri
[01:04:59 PM]  Mua Súp baratie -1600 beri
[01:04:59 PM]  Mua Súp baratie -1600 beri
[01:05:00 PM]  Mua Súp baratie -1600 beri
[01:05:00 PM]  Mua Súp baratie -1600 beri
[01:05:00 PM]  Mua Súp baratie -1600 beri
[01:05:00 PM]  Mua Súp baratie -1600 beri
[01:05:00 PM]  Mua Súp baratie -1600 beri
[01:05:00 PM]  Mua Súp baratie -1600 beri
[01:05:01 PM]  Mua Súp baratie -1600 beri
[01:05:01 PM]  Mua Súp baratie -1600 beri
[01:05:01 PM]  Mua Súp baratie -1600 beri
[01:05:01 PM]  Mua Súp baratie -1600 beri
[01:05:01 PM]  Mua Súp baratie -1600 beri
[01:05:01 PM]  Mua Súp baratie -1600 beri
[01:05:02 PM]  Mua Súp baratie -1600 beri
[01:05:02 PM]  Mua Súp baratie -1600 beri
[01:05:02 PM]  Mua Súp baratie -1600 beri
[01:05:02 PM]  Mua Súp baratie -1600 beri
[01:05:02 PM]  Mua Súp baratie -1600 beri
[01:05:02 PM]  Mua Súp baratie -1600 beri
[01:05:03 PM]  Mua Súp baratie -1600 beri
[01:05:03 PM]  Mua Súp baratie -1600 beri
[01:05:03 PM]  Mua Súp baratie -1600 beri
[01:05:03 PM]  Mua Súp baratie -1600 beri
[01:05:03 PM]  Mua Súp baratie -1600 beri
[01:05:03 PM]  Mua Súp baratie -1600 beri
[01:05:04 PM]  Mua Súp baratie -1600 beri
[01:05:04 PM]  Mua Súp baratie -1600 beri
[01:05:04 PM]  Mua Súp baratie -1600 beri
[01:05:06 PM]  Mua Cola -800 beri
[01:05:06 PM]  Mua Cola -800 beri
[01:05:06 PM]  Mua Cola -800 beri
[01:05:11 PM]  Bán item +45 beri
[01:05:15 PM]  Bán item +45 beri
[01:05:16 PM]  Bán item +45 beri
[01:05:16 PM]  Bán item +45 beri
[01:05:17 PM]  Bán item +45 beri
[01:05:20 PM]  Bán item +45 beri
[01:05:21 PM]  Bán item +45 beri
[01:05:22 PM]  Bán item +45 beri
[01:05:24 PM]  Bán item +45 beri
[01:05:25 PM]  Bán item +45 beri
[01:05:25 PM]  Bán item +45 beri
[01:05:27 PM]  Bán item +45 beri
[01:05:28 PM]  Bán item +45 beri
[01:05:30 PM]  Bán item +45 beri
[01:05:31 PM]  Bán item +45 beri
[01:05:36 PM]  Mua Súp baratie -1600 beri
[01:05:36 PM]  Mua Súp baratie -1600 beri
[01:05:36 PM]  Mua Súp baratie -1600 beri
[01:05:37 PM]  Mua Súp baratie -1600 beri
[01:05:37 PM]  Mua Súp baratie -1600 beri
[01:05:37 PM]  Mua Súp baratie -1600 beri
[01:05:37 PM]  Mua Súp baratie -1600 beri
[01:05:37 PM]  Mua Súp baratie -1600 beri
[01:05:37 PM]  Mua Súp baratie -1600 beri
[01:05:38 PM]  Mua Súp baratie -1600 beri
[01:05:38 PM]  Mua Súp baratie -1600 beri
[01:05:38 PM]  Mua Súp baratie -1600 beri
[01:05:38 PM]  Mua Súp baratie -1600 beri
[01:05:38 PM]  Mua Súp baratie -1600 beri
[01:05:38 PM]  Mua Súp baratie -1600 beri
[01:05:39 PM]  Mua Súp baratie -1600 beri
[01:05:39 PM]  Mua Súp baratie -1600 beri
[01:05:39 PM]  Mua Súp baratie -1600 beri
[01:05:39 PM]  Mua Súp baratie -1600 beri
[01:05:43 PM]  Mua Cola -800 beri
[01:05:43 PM]  Mua Cola -800 beri
[01:05:43 PM]  Mua Cola -800 beri
[01:05:43 PM]  Mua Cola -800 beri
[01:05:43 PM]  Mua Cola -800 beri
[01:05:43 PM]  Mua Cola -800 beri
[01:05:44 PM]  Mua Cola -800 beri
