[01:01:57 PM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[01:07:41 PM]  Mua Râu đen -500 ruby
[01:09:10 PM]  Logout : [Beri] 29.999.900 [Ruby] 10.049.400
[01:10:09 PM]  Login : [Beri] 29.999.900 [Ruby] 10.049.400
[01:10:37 PM]  Mua Búa siêu cấp -40 ruby
[01:10:37 PM]  Mua Búa siêu cấp -40 ruby
[01:10:38 PM]  Mua Búa siêu cấp -40 ruby
[01:10:38 PM]  Mua Búa siêu cấp -40 ruby
[01:10:38 PM]  Mua Búa siêu cấp -40 ruby
[01:10:38 PM]  Mua Búa siêu cấp -40 ruby
[01:10:38 PM]  Mua Búa siêu cấp -40 ruby
[01:10:39 PM]  Mua Búa siêu cấp -40 ruby
[01:10:39 PM]  Mua Búa siêu cấp -40 ruby
[01:10:39 PM]  Mua Búa siêu cấp -40 ruby
[01:10:39 PM]  Mua Búa siêu cấp -40 ruby
[01:10:39 PM]  Mua Búa siêu cấp -40 ruby
[01:10:39 PM]  Mua Búa siêu cấp -40 ruby
[01:11:11 PM]  Mua 1000 vé vòng quay -15000 ruby
[01:14:41 PM]  Mua Trang phục Raid Suit Sanji -500 ruby
[01:14:51 PM]  Mua Tóc khỉ con -500 ruby
[01:30:10 PM]  Mua Đá ác quỷ -40 ruby
[01:30:10 PM]  Mua Đá ác quỷ -40 ruby
[01:30:10 PM]  Mua Đá ác quỷ -40 ruby
[01:30:11 PM]  Mua Đá ác quỷ -40 ruby
[01:30:11 PM]  Mua Đá ác quỷ -40 ruby
[01:30:11 PM]  Mua Đá ác quỷ -40 ruby
[01:30:11 PM]  Mua Đá ác quỷ -40 ruby
[01:30:11 PM]  Mua Đá ác quỷ -40 ruby
[01:30:11 PM]  Mua Đá ác quỷ -40 ruby
[01:30:11 PM]  Mua Đá ác quỷ -40 ruby
[01:30:12 PM]  Mua Đá ác quỷ -40 ruby
[01:30:12 PM]  Mua Đá ác quỷ -40 ruby
[01:30:16 PM]  Mua Đá ác quỷ -40 ruby
[01:30:16 PM]  Mua Đá ác quỷ -40 ruby
[01:30:16 PM]  Mua Đá ác quỷ -40 ruby
[01:30:16 PM]  Mua Đá ác quỷ -40 ruby
[01:30:16 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
[01:30:17 PM]  Mua Đá ác quỷ -40 ruby
