[12:50:38 PM]  Login : [Beri] 20.000.000 [Ruby] 50.000
[12:50:50 PM]  Mua Xp Chiêu thức -6000 ruby
[12:50:51 PM]  Mua Kinh nghiệm X2 -60 ruby
[12:50:52 PM]  Mua Súp baratie -1600 beri
[12:50:53 PM]  Mua Súp baratie -1600 beri
[12:50:53 PM]  Mua Súp baratie -1600 beri
[12:50:53 PM]  Mua Súp baratie -1600 beri
[12:50:53 PM]  Mua Súp baratie -1600 beri
[12:50:53 PM]  Mua Súp baratie -1600 beri
[12:50:53 PM]  Mua Súp baratie -1600 beri
[12:50:53 PM]  Mua Súp baratie -1600 beri
[12:50:54 PM]  Mua Súp baratie -1600 beri
[12:50:54 PM]  Mua Súp baratie -1600 beri
[12:50:54 PM]  Mua Súp baratie -1600 beri
[12:50:54 PM]  Mua Súp baratie -1600 beri
[12:50:54 PM]  Mua Súp baratie -1600 beri
[12:50:54 PM]  Mua Súp baratie -1600 beri
[12:50:55 PM]  Mua Súp baratie -1600 beri
[12:50:55 PM]  Mua Súp baratie -1600 beri
[12:50:55 PM]  Mua Súp baratie -1600 beri
[12:50:55 PM]  Mua Súp baratie -1600 beri
[12:50:55 PM]  Mua Súp baratie -1600 beri
[12:50:55 PM]  Mua Súp baratie -1600 beri
[12:50:55 PM]  Mua Súp baratie -1600 beri
[12:50:56 PM]  Mua Súp baratie -1600 beri
[12:50:56 PM]  Mua Súp baratie -1600 beri
[12:50:56 PM]  Mua Súp baratie -1600 beri
[12:50:56 PM]  Mua Súp baratie -1600 beri
[12:50:56 PM]  Mua Súp baratie -1600 beri
[12:50:57 PM]  Mua Cola -800 beri
[12:50:57 PM]  Mua Cola -800 beri
[12:50:57 PM]  Mua Cola -800 beri
[12:50:58 PM]  Mua Cola -800 beri
[12:50:58 PM]  Mua Cola -800 beri
[12:50:58 PM]  Mua Cola -800 beri
[12:50:58 PM]  Mua Cola -800 beri
[12:50:58 PM]  Mua Cola -800 beri
[12:50:58 PM]  Mua Cola -800 beri
[12:50:58 PM]  Mua Cola -800 beri
