[03:42:23 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000.000
[03:43:01 AM]  Nhặt +100 beri
[03:44:54 AM]  Logout : [Beri] 2.000.000.100 [Ruby] 500.000.000
[03:45:02 AM]  Login : [Beri] 2.000.000.100 [Ruby] 500.000.000
[03:45:46 AM]  Nhập giftcode Bạn nhận được:
Beri : 2000000000
Ruby : 1000000000
Item : 
[03:45:56 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Thiên thạch may mắn x99, 
[03:46:17 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Quả Tim x1, 
[03:46:26 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Dial 4 x1, 
[03:46:34 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Đá ác quỷ x1500, 
[03:46:42 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Khiên x500, 
[03:46:50 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Đá ác quỷ x20000, 
[03:47:41 AM]  Mua 1000 vé vòng quay -15000 ruby
[03:50:04 AM]  Mua 10000 vé vòng quay -150000 ruby
[04:08:44 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:44 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:44 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:45 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:45 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:45 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:45 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:45 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:45 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:46 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:46 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:46 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:46 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:46 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:46 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:46 AM]  Mua Ngôi sao may mắn -100 ruby
[04:08:47 AM]  Mua Ngôi sao may mắn -100 ruby
