[06:56:27 PM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000.000
[06:57:05 PM]  Mua aokiji -500 ruby
[06:57:17 PM]  Mua Tóc khỉ con -500 ruby
[06:57:25 PM]  Mua Pell -500 ruby
[06:59:12 PM]  Mua Trang phục Franky -500 ruby
[06:59:52 PM]  Mua 10000 vé vòng quay -150000 ruby
[07:03:16 PM]  Mua Bột cường hóa -20 ruby
[07:03:16 PM]  Mua Bột cường hóa -20 ruby
[07:03:17 PM]  Mua Bột cường hóa -20 ruby
[07:03:17 PM]  Mua Bột cường hóa -20 ruby
[07:03:17 PM]  Mua Bột cường hóa -20 ruby
[07:03:17 PM]  Mua Bột cường hóa -20 ruby
[07:03:17 PM]  Mua Bột cường hóa -20 ruby
[07:03:17 PM]  Mua Bột cường hóa -20 ruby
[07:03:17 PM]  Mua Bột cường hóa -20 ruby
[07:03:18 PM]  Mua Bột cường hóa -20 ruby
[07:03:19 PM]  Mua Bột vàng -40 ruby
[07:03:19 PM]  Mua Bột vàng -40 ruby
[07:03:19 PM]  Mua Bột vàng -40 ruby
[07:03:19 PM]  Mua Bột vàng -40 ruby
[07:03:19 PM]  Mua Bột vàng -40 ruby
[07:03:19 PM]  Mua Bột vàng -40 ruby
[07:03:20 PM]  Mua Bột vàng -40 ruby
[07:03:20 PM]  Mua Bột vàng -40 ruby
[07:03:21 PM]  Mua Mai rùa -140 ruby
[07:03:21 PM]  Mua Mai rùa -140 ruby
[07:03:21 PM]  Mua Mai rùa -140 ruby
[07:03:21 PM]  Mua Mai rùa -140 ruby
[07:03:22 PM]  Mua Mai rùa -140 ruby
[07:03:25 PM]  Mua Ngôi sao may mắn -100 ruby
[07:03:25 PM]  Mua Ngôi sao may mắn -100 ruby
[07:03:25 PM]  Mua Ngôi sao may mắn -100 ruby
[07:03:25 PM]  Mua Ngôi sao may mắn -100 ruby
[07:03:25 PM]  Mua Ngôi sao may mắn -100 ruby
[07:03:33 PM]  Cường hóa item Áo võ sĩ đạo 2 -3000 beri
[07:03:33 PM]  Cường hóa item Áo võ sĩ đạo 2 -3000 beri
[07:03:35 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:35 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:37 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:37 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:38 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:39 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:40 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:40 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:42 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:42 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[07:03:44 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:44 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:47 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:48 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:49 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:49 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:49 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:51 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:51 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:53 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:53 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:55 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[07:03:55 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:03:57 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:03:57 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:03:59 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:04:00 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:04:02 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:04:03 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:04:04 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:04:04 PM]  Cường hóa item Áo võ sĩ đạo 2 -8000 beri
[07:04:07 PM]  Cường hóa item Áo võ sĩ đạo 2 -10000 beri
[07:04:09 PM]  Cường hóa item Áo võ sĩ đạo 2 -10000 beri
[07:04:09 PM]  Cường hóa item Áo võ sĩ đạo 2 -10000 beri
[07:04:11 PM]  Cường hóa item Áo võ sĩ đạo 2 -10000 beri
[07:04:11 PM]  Cường hóa item Áo võ sĩ đạo 2 -10000 beri
[07:04:13 PM]  Cường hóa item Áo võ sĩ đạo 2 -10000 beri
[07:05:47 PM]  Nhặt +560 beri
[07:07:46 PM]  Mua Cơm hộp hải tặc -0 beri
[07:07:46 PM]  Mua Cơm hộp hải tặc -0 beri
[07:07:46 PM]  Mua Cơm hộp hải tặc -0 beri
[07:07:46 PM]  Mua Cơm hộp hải tặc -0 beri
[07:07:46 PM]  Mua Cơm hộp hải tặc -0 beri
[07:07:46 PM]  Mua Cơm hộp hải tặc -0 beri
[07:07:47 PM]  Mua Cơm hộp hải tặc -0 beri
