[08:21:52 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000.000
[08:27:24 AM]  Nhặt +324 beri
[08:28:18 AM]  Nhặt +274 beri
[08:28:21 AM]  Nhặt +152 beri
[08:28:36 AM]  Nhặt +98 beri
[08:28:56 AM]  Nhặt +260 beri
[08:32:15 AM]  Mua Xp Chiêu thức -6000 ruby
[08:32:15 AM]  Mua Xp Chiêu thức -6000 ruby
[08:32:15 AM]  Mua Xp Chiêu thức -6000 ruby
[08:32:17 AM]  Mua Xp Chiêu thức -6000 ruby
[08:32:17 AM]  Mua Xp Chiêu thức -6000 ruby
[08:32:17 AM]  Mua Xp Chiêu thức -6000 ruby
[08:32:17 AM]  Mua Xp Chiêu thức -6000 ruby
[08:34:36 AM]  Mua Trang phục Franky -500 ruby
[08:35:38 AM]  Mua Tóc Siêu Sao -500 ruby
[08:39:49 AM]  Mua 99 vé vòng quay -1485 ruby
[08:45:52 AM]  Mua Súp baratie -1600 beri
[08:45:52 AM]  Mua Súp baratie -1600 beri
[08:45:52 AM]  Mua Súp baratie -1600 beri
[08:45:52 AM]  Mua Súp baratie -1600 beri
[08:45:52 AM]  Mua Súp baratie -1600 beri
[08:45:53 AM]  Mua Súp baratie -1600 beri
[08:45:53 AM]  Mua Súp baratie -1600 beri
[08:45:53 AM]  Mua Súp baratie -1600 beri
[08:45:53 AM]  Mua Súp baratie -1600 beri
[08:45:54 AM]  Mua Súp baratie -1600 beri
[08:45:54 AM]  Mua Súp baratie -1600 beri
[08:45:54 AM]  Mua Súp baratie -1600 beri
[08:45:54 AM]  Mua Súp baratie -1600 beri
[08:45:54 AM]  Mua Súp baratie -1600 beri
[08:45:54 AM]  Mua Súp baratie -1600 beri
[08:45:55 AM]  Mua Súp baratie -1600 beri
[08:45:55 AM]  Mua Súp baratie -1600 beri
[08:45:56 AM]  Mua Súp baratie -1600 beri
[08:45:56 AM]  Mua Súp baratie -1600 beri
[08:45:56 AM]  Mua Súp baratie -1600 beri
[08:45:56 AM]  Mua Súp baratie -1600 beri
[08:45:56 AM]  Mua Súp baratie -1600 beri
[08:45:57 AM]  Mua Súp baratie -1600 beri
[08:45:57 AM]  Mua Súp baratie -1600 beri
[08:45:57 AM]  Mua Súp baratie -1600 beri
[08:45:57 AM]  Mua Súp baratie -1600 beri
[08:45:57 AM]  Mua Súp baratie -1600 beri
[08:45:57 AM]  Mua Súp baratie -1600 beri
[08:45:58 AM]  Mua Súp baratie -1600 beri
[08:45:58 AM]  Mua Súp baratie -1600 beri
[08:45:58 AM]  Mua Súp baratie -1600 beri
[08:45:58 AM]  Mua Súp baratie -1600 beri
[08:45:59 AM]  Mua Súp baratie -1600 beri
[08:46:00 AM]  Mua Súp baratie -1600 beri
[08:46:01 AM]  Mua Súp baratie -1600 beri
[08:46:01 AM]  Mua Súp baratie -1600 beri
[08:46:01 AM]  Mua Súp baratie -1600 beri
[08:46:01 AM]  Mua Súp baratie -1600 beri
[08:46:01 AM]  Mua Súp baratie -1600 beri
[08:46:01 AM]  Mua Súp baratie -1600 beri
[08:46:02 AM]  Mua Súp baratie -1600 beri
[08:46:02 AM]  Mua Súp baratie -1600 beri
[08:46:02 AM]  Mua Súp baratie -1600 beri
[08:46:02 AM]  Mua Súp baratie -1600 beri
[08:46:03 AM]  Mua Súp baratie -1600 beri
[08:46:03 AM]  Mua Súp baratie -1600 beri
[08:46:06 AM]  Mua Cola -800 beri
[08:46:07 AM]  Mua Cola -800 beri
[08:46:07 AM]  Mua Cola -800 beri
[08:46:07 AM]  Mua Cola -800 beri
[08:46:07 AM]  Mua Cola -800 beri
[08:46:08 AM]  Mua Cola -800 beri
[08:46:08 AM]  Mua Cola -800 beri
[08:46:08 AM]  Mua Cola -800 beri
[08:46:08 AM]  Mua Cola -800 beri
[08:46:08 AM]  Mua Cola -800 beri
[08:46:08 AM]  Mua Cola -800 beri
[08:46:08 AM]  Mua Cola -800 beri
[08:46:09 AM]  Mua Cola -800 beri
[08:46:09 AM]  Mua Cola -800 beri
[08:46:09 AM]  Mua Cola -800 beri
[08:46:10 AM]  Mua Cola -800 beri
[08:46:10 AM]  Mua Cola -800 beri
[08:46:11 AM]  Mua Cola -800 beri
[08:46:11 AM]  Mua Cola -800 beri
[08:46:11 AM]  Mua Cola -800 beri
[08:46:11 AM]  Mua Cola -800 beri
[08:46:11 AM]  Mua Cola -800 beri
[08:46:11 AM]  Mua Cola -800 beri
[08:46:12 AM]  Mua Cola -800 beri
[08:46:12 AM]  Mua Cola -800 beri
[08:46:12 AM]  Mua Cola -800 beri
[08:46:12 AM]  Mua Cola -800 beri
[08:46:13 AM]  Mua Cola -800 beri
[08:46:13 AM]  Mua Cola -800 beri
[08:46:13 AM]  Mua Cola -800 beri
[08:46:13 AM]  Mua Cola -800 beri
[08:46:13 AM]  Mua Cola -800 beri
[08:46:14 AM]  Mua Cola -800 beri
[08:46:14 AM]  Mua Cola -800 beri
[08:46:14 AM]  Mua Cola -800 beri
[08:46:14 AM]  Mua Cola -800 beri
[08:46:15 AM]  Mua Cola -800 beri
[08:48:03 AM]  Nhặt +1547 beri
[08:54:45 AM]  Nhặt +1254 beri
[08:57:22 AM]  Logout : [Beri] 1.999.900.709 [Ruby] 499.955.515
