[06:34:47 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000.000
[06:35:58 AM]  Nhặt +47 beri
[06:36:43 AM]  Mua 1000 vé vòng quay -15000 ruby
[06:44:57 AM]  Mua Tóc Siêu Sao -500 ruby
[06:45:12 AM]  Mua chopper -500 ruby
[06:45:27 AM]  Mua Killer -500 ruby
[06:46:20 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:20 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:21 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:22 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:22 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:22 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:22 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:23 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:23 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:23 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:24 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:24 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:24 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:24 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:24 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:24 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:25 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:25 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:25 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:25 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:26 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:26 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:26 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:27 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:27 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:27 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:27 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:28 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:28 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:28 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:28 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:28 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:29 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:29 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:29 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:29 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:29 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:29 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:29 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:30 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:30 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:30 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:31 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:31 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:31 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:31 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:31 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:32 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:32 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:33 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:35 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:35 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:35 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:35 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:36 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:36 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:36 AM]  Mua Xp Chiêu thức -6000 ruby
[06:46:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:46:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:46:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:46:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:46:43 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:43 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:43 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:43 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:44 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:44 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:44 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:44 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:45 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:45 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:45 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:45 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:46 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:47 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:47 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:49 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:50 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:51 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:51 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:52 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:53 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:53 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:56 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:57 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:58 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:58 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:59 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:59 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:46:59 AM]  Mua Kinh nghiệm X2 -3 ruby
[06:47:08 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:47:08 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:47:08 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:47:08 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:47:09 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:47:09 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:47:09 AM]  Mua Kinh nghiệm X2 -60 ruby
[06:47:10 AM]  Mua Kinh nghiệm X2 -60 ruby
