[10:53:27 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000.000
[10:55:45 AM]  Mua Dr. Strange Zoombie -500 ruby
[10:55:55 AM]  Mua Trang phục Franky -500 ruby
[10:56:32 AM]  Mua Tóc Siêu Sao -500 ruby
[10:59:00 AM]  Mua Kinh nghiệm X2 -60 ruby
[10:59:44 AM]  Mua Xp Chiêu thức -6000 ruby
[11:00:04 AM]  Mua Killer -500 ruby
[11:00:23 AM]  Mua Súp baratie -1600 beri
[11:00:26 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:26 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:26 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:26 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:27 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:27 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:27 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:27 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:27 AM]  Mua Cơm hộp hải tặc -0 beri
[11:00:30 AM]  Mua Quả Conache -0 beri
[11:00:30 AM]  Mua Quả Conache -0 beri
[11:00:30 AM]  Mua Quả Conache -0 beri
[11:00:30 AM]  Mua Quả Conache -0 beri
[11:00:31 AM]  Mua Quả Conache -0 beri
[11:00:31 AM]  Mua Quả Conache -0 beri
[11:00:31 AM]  Mua Quả Conache -0 beri
[11:01:13 AM]  Nhặt +284 beri
[11:03:46 AM]  Logout : [Beri] 1.999.998.684 [Ruby] 499.991.930
[11:08:44 AM]  Login : [Beri] 1.999.998.684 [Ruby] 499.991.930
[11:11:05 AM]  Mua 50 vé vòng quay -750 ruby
[11:13:08 AM]  Mua 1 vé vòng quay -15 ruby
[11:22:27 AM]  Nhặt +5304 beri
[11:24:23 AM]  Nhặt +6846 beri
[11:26:33 AM]  Logout : [Beri] 2.000.010.834 [Ruby] 499.990.965
[11:26:46 AM]  Login : [Beri] 2.000.010.834 [Ruby] 499.990.965
[11:28:26 AM]  Logout : [Beri] 2.000.010.834 [Ruby] 499.990.965
[11:34:31 AM]  Login : [Beri] 2.000.010.834 [Ruby] 499.990.965
[11:40:04 AM]  Mua Bột cường hóa -20 ruby
[11:40:04 AM]  Mua Bột cường hóa -20 ruby
[11:40:04 AM]  Mua Bột cường hóa -20 ruby
[11:40:04 AM]  Mua Bột cường hóa -20 ruby
[11:40:04 AM]  Mua Bột cường hóa -20 ruby
[11:40:08 AM]  Mua Bột vàng -40 ruby
[11:40:08 AM]  Mua Bột vàng -40 ruby
[11:40:08 AM]  Mua Bột vàng -40 ruby
[11:40:08 AM]  Mua Bột vàng -40 ruby
[11:40:09 AM]  Mua Bột vàng -40 ruby
[11:40:09 AM]  Mua Bột vàng -40 ruby
[11:40:09 AM]  Mua Bột vàng -40 ruby
[11:40:12 AM]  Mua Ngôi sao may mắn -100 ruby
[11:40:12 AM]  Mua Ngôi sao may mắn -100 ruby
[11:40:12 AM]  Mua Ngôi sao may mắn -100 ruby
[11:40:12 AM]  Mua Ngôi sao may mắn -100 ruby
[11:40:13 AM]  Mua Ngôi sao may mắn -100 ruby
[11:40:22 AM]  Bán item +45 beri
[11:40:25 AM]  Bán item +45 beri
[11:40:33 AM]  Mua Mai rùa -140 ruby
[11:40:33 AM]  Mua Mai rùa -140 ruby
[11:40:33 AM]  Mua Mai rùa -140 ruby
[11:40:33 AM]  Mua Mai rùa -140 ruby
[11:40:34 AM]  Mua Mai rùa -140 ruby
[11:40:34 AM]  Mua Mai rùa -140 ruby
[11:40:34 AM]  Mua Mai rùa -140 ruby
[11:40:52 AM]  Cường hóa item Găng tay gai sắt -3000 beri
[11:40:56 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:40:59 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:03 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:07 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:12 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:16 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:22 AM]  Cường hóa item Găng tay gai sắt -4000 beri
[11:41:26 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:29 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:33 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:36 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:40 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:43 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:46 AM]  Cường hóa item Găng tay gai sắt -2 ruby
[11:41:50 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:41:53 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:41:57 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:42:00 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:42:04 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:42:07 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:42:11 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:42:15 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:42:18 AM]  Cường hóa item Găng tay gai sắt -3 ruby
[11:42:22 AM]  Cường hóa item Găng tay gai sắt -4 ruby
[11:42:25 AM]  Cường hóa item Găng tay gai sắt -4 ruby
[11:42:30 AM]  Cường hóa item Găng tay gai sắt -4 ruby
[11:42:33 AM]  Cường hóa item Găng tay gai sắt -4 ruby
[11:42:37 AM]  Cường hóa item Găng tay gai sắt -4 ruby
[11:42:41 AM]  Cường hóa item Găng tay gai sắt -4 ruby
[11:42:47 AM]  Cường hóa item Găng tay gai sắt -5 ruby
[11:44:16 AM]  Mua Búa siêu cấp -10000 ruby
[11:44:17 AM]  Mua Búa siêu cấp -10000 ruby
[11:44:17 AM]  Mua Búa siêu cấp -10000 ruby
[11:44:17 AM]  Mua Búa siêu cấp -10000 ruby
[11:44:17 AM]  Mua Búa siêu cấp -10000 ruby
[11:44:17 AM]  Mua Búa siêu cấp -10000 ruby
[11:44:17 AM]  Mua Búa siêu cấp -10000 ruby
[11:44:26 AM]  Đục lỗ Găng tay gai sắt -50 ruby
[11:44:39 AM]  Đục lỗ Găng tay gai sắt -50 ruby
[11:44:39 AM]  Đục lỗ Găng tay gai sắt -100 ruby
[11:44:41 AM]  Đục lỗ Găng tay gai sắt -100 ruby
[11:44:41 AM]  Đục lỗ Găng tay gai sắt -150 ruby
[11:44:41 AM]  Đục lỗ Găng tay gai sắt -150 ruby
[11:44:46 AM]  Đục lỗ Găng tay gai sắt -150 ruby
[11:44:48 AM]  Đục lỗ Găng tay gai sắt -150 ruby
[11:44:51 AM]  Đục lỗ Găng tay gai sắt -150 ruby
[11:44:51 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:44:51 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:44:52 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:44:55 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:44:55 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:44:58 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:44:58 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:01 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:05 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:05 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:09 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:09 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:14 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:14 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:17 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:21 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:21 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:25 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:30 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:30 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:30 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:33 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:36 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:39 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:39 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:42 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:42 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:45 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:45 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:47 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:47 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:48 AM]  Đục lỗ Găng tay gai sắt -200 ruby
[11:45:50 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:45:51 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:45:53 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:45:53 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:45:54 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:45:56 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:45:57 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:45:59 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:00 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:00 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:03 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:03 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:03 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:06 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:06 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:10 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:10 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:16 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:16 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:16 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:19 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:22 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:22 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:25 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:25 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:28 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:28 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:31 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:31 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:32 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:34 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:35 AM]  Đục lỗ Găng tay gai sắt -250 ruby
[11:46:38 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:38 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:42 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:42 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:42 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:44 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:45 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:48 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:48 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:48 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:51 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:51 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:52 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:55 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:55 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:58 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:46:58 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:47:01 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:47:01 AM]  Đục lỗ Găng tay gai sắt -300 ruby
[11:47:55 AM]  Mua Đá Topaz cấp 1 -40 ruby
[11:47:55 AM]  Mua Đá Topaz cấp 1 -40 ruby
[11:47:55 AM]  Mua Đá Topaz cấp 1 -40 ruby
[11:47:56 AM]  Mua Đá Topaz cấp 1 -40 ruby
