[08:18:55 PM]  Login : [Beri] 2.000.000.000 [Ruby] 5.000.000
[08:19:33 PM]  Logout : [Beri] 2.000.000.000 [Ruby] 5.000.000
[08:19:44 PM]  Login : [Beri] 2.000.000.000 [Ruby] 5.000.000
[08:20:18 PM]  Nhập giftcode Bạn nhận được:
Beri : 2000000000
Ruby : 1000000000
Item : 
[08:20:30 PM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Thiên thạch may mắn x10, 
[08:20:35 PM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Quả Tim x1, 
[08:20:40 PM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Dial 4 x1, 
[08:20:46 PM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Đá ác quỷ x1500, 
[08:20:51 PM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Khiên x500, 
[08:23:04 PM]  Mua Kizaru -500 ruby
[08:23:16 PM]  Mua Tóc mốc lai -500 ruby
[08:24:31 PM]  Mua Kinh nghiệm X2 -60 ruby
[08:24:31 PM]  Mua Kinh nghiệm X2 -60 ruby
[08:24:33 PM]  Mua Xp Chiêu thức -6000 ruby
[08:24:33 PM]  Mua Xp Chiêu thức -6000 ruby
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:43 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:44 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:45 PM]  Mua Cơm hộp hải tặc -0 beri
[08:24:46 PM]  Mua Cơm hộp hải tặc -0 beri
