[06:35:31 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[06:35:41 AM]  Nhặt +188 beri
[06:37:06 AM]  Logout : [Beri] 2.000.000.188 [Ruby] 500.000
[06:38:19 AM]  Login : [Beri] 2.000.000.188 [Ruby] 500.000
[06:40:32 AM]  Giao dịch bery với nhincailon nhận +0 beri
[06:40:32 AM]  Giao dịch bery với nhincailon nhận Gậy sấm giật 2
[06:40:32 AM]  Giao dịch bery với nhincailon nhận Hoa cài tóc 2
[06:40:57 AM]  Nhập giftcode Bạn nhận được:
Beri : 2000000000
Ruby : 1000000000
Item : 
[06:41:07 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Thiên thạch may mắn x10, 
[06:41:21 AM]  Mua Bột cường hóa -20 ruby
[06:41:21 AM]  Mua Bột cường hóa -20 ruby
[06:41:22 AM]  Mua Bột cường hóa -20 ruby
[06:41:22 AM]  Mua Bột cường hóa -20 ruby
[06:41:22 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:23 AM]  Mua Bột cường hóa -20 ruby
[06:41:24 AM]  Mua Bột cường hóa -20 ruby
[06:41:24 AM]  Mua Bột cường hóa -20 ruby
[06:41:24 AM]  Mua Bột cường hóa -20 ruby
[06:41:24 AM]  Mua Bột cường hóa -20 ruby
[06:41:24 AM]  Mua Bột cường hóa -20 ruby
[06:41:24 AM]  Mua Bột cường hóa -20 ruby
[06:41:25 AM]  Mua Bột cường hóa -20 ruby
[06:41:25 AM]  Mua Bột cường hóa -20 ruby
[06:41:25 AM]  Mua Bột cường hóa -20 ruby
[06:41:25 AM]  Mua Bột cường hóa -20 ruby
[06:41:26 AM]  Mua Bột cường hóa -20 ruby
[06:41:26 AM]  Mua Bột cường hóa -20 ruby
[06:41:26 AM]  Mua Bột cường hóa -20 ruby
[06:41:26 AM]  Mua Bột cường hóa -20 ruby
[06:41:26 AM]  Mua Bột cường hóa -20 ruby
[06:41:26 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:31 AM]  Mua Bột cường hóa -20 ruby
[06:41:32 AM]  Mua Bột cường hóa -20 ruby
[06:41:32 AM]  Mua Bột cường hóa -20 ruby
[06:41:32 AM]  Mua Bột cường hóa -20 ruby
[06:41:32 AM]  Mua Bột cường hóa -20 ruby
[06:41:32 AM]  Mua Bột cường hóa -20 ruby
[06:41:32 AM]  Mua Bột cường hóa -20 ruby
[06:41:33 AM]  Mua Bột cường hóa -20 ruby
[06:41:33 AM]  Mua Bột cường hóa -20 ruby
[06:41:33 AM]  Mua Bột cường hóa -20 ruby
[06:41:33 AM]  Mua Bột cường hóa -20 ruby
