[11:23:01 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[11:23:36 AM]  Nhặt +82 beri
[11:23:55 AM]  Logout : [Beri] 2.000.000.082 [Ruby] 500.000
[11:24:07 AM]  Login : [Beri] 2.000.000.082 [Ruby] 500.000
[11:24:30 AM]  Mua 30000 vé vòng quay -450000 ruby
[11:53:18 AM]  Mua Nữ thần -500 ruby
[11:53:40 AM]  Mua Tóc mốc lai -500 ruby
[11:54:29 AM]  Mua Tóc Kool -500 ruby
[11:59:33 AM]  Mua Quả Conache -0 beri
[11:59:33 AM]  Mua Quả Conache -0 beri
[11:59:33 AM]  Mua Quả Conache -0 beri
[11:59:33 AM]  Mua Quả Conache -0 beri
[11:59:33 AM]  Mua Quả Conache -0 beri
[11:59:33 AM]  Mua Quả Conache -0 beri
[11:59:33 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:34 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:35 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:36 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:37 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:38 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:39 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:40 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:41 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:42 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:43 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:44 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:45 AM]  Mua Quả Conache -0 beri
[11:59:46 AM]  Mua Quả Conache -0 beri
[11:59:46 AM]  Mua Quả Conache -0 beri
[11:59:46 AM]  Mua Quả Conache -0 beri
[11:59:46 AM]  Mua Quả Conache -0 beri
[11:59:46 AM]  Mua Quả Conache -0 beri
[11:59:46 AM]  Mua Quả Conache -0 beri
[11:59:47 AM]  Mua Quả Conache -0 beri
[11:59:47 AM]  Mua Quả Conache -0 beri
[11:59:47 AM]  Mua Quả Conache -0 beri
[11:59:47 AM]  Mua Quả Conache -0 beri
[11:59:47 AM]  Mua Quả Conache -0 beri
[11:59:47 AM]  Mua Quả Conache -0 beri
[11:59:47 AM]  Mua Quả Conache -0 beri
[11:59:48 AM]  Mua Quả Conache -0 beri
[11:59:48 AM]  Mua Quả Conache -0 beri
[11:59:48 AM]  Mua Quả Conache -0 beri
[11:59:48 AM]  Mua Quả Conache -0 beri
[11:59:48 AM]  Mua Quả Conache -0 beri
[11:59:48 AM]  Mua Quả Conache -0 beri
[11:59:48 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:49 AM]  Mua Quả Conache -0 beri
[11:59:50 AM]  Mua Quả Conache -0 beri
[11:59:50 AM]  Mua Quả Conache -0 beri
[11:59:50 AM]  Mua Quả Conache -0 beri
[11:59:50 AM]  Mua Quả Conache -0 beri
[11:59:50 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:51 AM]  Mua Quả Conache -0 beri
[11:59:52 AM]  Mua Quả Conache -0 beri
[11:59:52 AM]  Mua Quả Conache -0 beri
[11:59:52 AM]  Mua Quả Conache -0 beri
[11:59:52 AM]  Mua Quả Conache -0 beri
[11:59:52 AM]  Mua Quả Conache -0 beri
[11:59:53 AM]  Mua Quả Conache -0 beri
[11:59:53 AM]  Mua Quả Conache -0 beri
[11:59:53 AM]  Mua Quả Conache -0 beri
[11:59:53 AM]  Mua Quả Conache -0 beri
[11:59:53 AM]  Mua Quả Conache -0 beri
[11:59:53 AM]  Mua Quả Conache -0 beri
[11:59:53 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:54 AM]  Mua Quả Conache -0 beri
[11:59:55 AM]  Mua Quả Conache -0 beri
[11:59:55 AM]  Mua Quả Conache -0 beri
[11:59:55 AM]  Mua Quả Conache -0 beri
[11:59:55 AM]  Mua Quả Conache -0 beri
[11:59:55 AM]  Mua Quả Conache -0 beri
[11:59:55 AM]  Mua Quả Conache -0 beri
[11:59:55 AM]  Mua Quả Conache -0 beri
[11:59:56 AM]  Mua Quả Conache -0 beri
[11:59:56 AM]  Mua Quả Conache -0 beri
[11:59:56 AM]  Mua Quả Conache -0 beri
[11:59:56 AM]  Mua Quả Conache -0 beri
[11:59:56 AM]  Mua Quả Conache -0 beri
[11:59:56 AM]  Mua Quả Conache -0 beri
[11:59:57 AM]  Mua Quả Conache -0 beri
[11:59:57 AM]  Mua Quả Conache -0 beri
[11:59:57 AM]  Mua Quả Conache -0 beri
[11:59:57 AM]  Mua Quả Conache -0 beri
[11:59:57 AM]  Mua Quả Conache -0 beri
[11:59:57 AM]  Mua Quả Conache -0 beri
[11:59:57 AM]  Mua Quả Conache -0 beri
[11:59:58 AM]  Mua Quả Conache -0 beri
[11:59:58 AM]  Mua Quả Conache -0 beri
[11:59:58 AM]  Mua Quả Conache -0 beri
[11:59:58 AM]  Mua Quả Conache -0 beri
[11:59:59 AM]  Mua Quả Conache -0 beri
[11:59:59 AM]  Mua Quả Conache -0 beri
[11:59:59 AM]  Mua Quả Conache -0 beri
[11:59:59 AM]  Mua Quả Conache -0 beri
[11:59:59 AM]  Mua Quả Conache -0 beri
[11:59:59 AM]  Mua Quả Conache -0 beri
[11:59:59 AM]  Mua Quả Conache -0 beri
[12:00:00 PM]  Mua Quả Conache -0 beri
[12:00:00 PM]  Mua Quả Conache -0 beri
[12:00:00 PM]  Mua Quả Conache -0 beri
[12:00:00 PM]  Mua Quả Conache -0 beri
[12:00:00 PM]  Mua Quả Conache -0 beri
[12:00:01 PM]  Mua Quả Conache -0 beri
[12:00:01 PM]  Mua Quả Conache -0 beri
[12:00:01 PM]  Mua Quả Conache -0 beri
[12:00:01 PM]  Mua Quả Conache -0 beri
[12:00:01 PM]  Mua Quả Conache -0 beri
[12:00:01 PM]  Mua Quả Conache -0 beri
[12:00:01 PM]  Mua Quả Conache -0 beri
[12:00:02 PM]  Mua Quả Conache -0 beri
[12:00:02 PM]  Mua Quả Conache -0 beri
[12:00:02 PM]  Mua Quả Conache -0 beri
[12:00:02 PM]  Mua Quả Conache -0 beri
[12:00:02 PM]  Mua Quả Conache -0 beri
[12:00:02 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:03 PM]  Mua Quả Conache -0 beri
[12:00:04 PM]  Mua Quả Conache -0 beri
[12:00:04 PM]  Mua Quả Conache -0 beri
[12:00:04 PM]  Mua Quả Conache -0 beri
[12:00:04 PM]  Mua Quả Conache -0 beri
[12:00:04 PM]  Mua Quả Conache -0 beri
[12:00:04 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:05 PM]  Mua Quả Conache -0 beri
[12:00:06 PM]  Mua Quả Conache -0 beri
[12:00:06 PM]  Mua Quả Conache -0 beri
[12:00:06 PM]  Mua Quả Conache -0 beri
[12:00:06 PM]  Mua Quả Conache -0 beri
[12:00:06 PM]  Mua Quả Conache -0 beri
[12:00:06 PM]  Mua Quả Conache -0 beri
[12:00:07 PM]  Mua Quả Conache -0 beri
[12:00:07 PM]  Mua Quả Conache -0 beri
[12:00:07 PM]  Mua Quả Conache -0 beri
[12:00:07 PM]  Mua Quả Conache -0 beri
[12:00:07 PM]  Mua Quả Conache -0 beri
[12:00:07 PM]  Mua Quả Conache -0 beri
[12:00:07 PM]  Mua Quả Conache -0 beri
[12:00:08 PM]  Mua Quả Conache -0 beri
[12:00:08 PM]  Mua Quả Conache -0 beri
[12:00:08 PM]  Mua Quả Conache -0 beri
[12:00:08 PM]  Mua Quả Conache -0 beri
[12:00:08 PM]  Mua Quả Conache -0 beri
[12:00:08 PM]  Mua Quả Conache -0 beri
[12:00:08 PM]  Mua Quả Conache -0 beri
[12:00:09 PM]  Mua Quả Conache -0 beri
[12:00:09 PM]  Mua Quả Conache -0 beri
[12:00:09 PM]  Mua Quả Conache -0 beri
[12:00:09 PM]  Mua Quả Conache -0 beri
[12:00:09 PM]  Mua Quả Conache -0 beri
[12:00:10 PM]  Mua Quả Conache -0 beri
[12:00:10 PM]  Mua Quả Conache -0 beri
[12:00:10 PM]  Mua Quả Conache -0 beri
[12:00:10 PM]  Mua Quả Conache -0 beri
