[04:01:18 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[04:02:11 AM]  Nhặt +53 beri
[04:02:55 AM]  Logout : [Beri] 2.000.000.053 [Ruby] 500.000
[04:03:04 AM]  Login : [Beri] 2.000.000.053 [Ruby] 500.000
[04:03:43 AM]  Nhập giftcode Bạn nhận được:
Beri : 2000000000
Ruby : 1000000000
Item : 
[04:04:00 AM]  Mua 9999 vé vòng quay -149985 ruby
[04:12:17 AM]  Logout : [Beri] 2.000.000.053 [Ruby] 1.000.350.068
[05:40:15 AM]  Login : [Beri] 2.000.000.053 [Ruby] 1.000.350.068
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:39 AM]  Mua Bột cường hóa -20 ruby
[05:45:40 AM]  Mua Bột cường hóa -20 ruby
[05:45:40 AM]  Mua Bột cường hóa -20 ruby
[05:45:40 AM]  Mua Bột cường hóa -20 ruby
[05:45:40 AM]  Mua Bột cường hóa -20 ruby
[05:45:40 AM]  Mua Bột cường hóa -20 ruby
[05:45:40 AM]  Mua Bột cường hóa -20 ruby
[05:45:40 AM]  Mua Bột cường hóa -20 ruby
[05:45:41 AM]  Mua Bột cường hóa -20 ruby
[05:45:41 AM]  Mua Bột cường hóa -20 ruby
[05:45:41 AM]  Mua Bột cường hóa -20 ruby
[05:45:41 AM]  Mua Bột cường hóa -20 ruby
[05:45:41 AM]  Mua Bột cường hóa -20 ruby
[05:45:41 AM]  Mua Bột cường hóa -20 ruby
[05:45:42 AM]  Mua Bột cường hóa -20 ruby
[05:45:42 AM]  Mua Bột cường hóa -20 ruby
[05:45:42 AM]  Mua Bột cường hóa -20 ruby
[05:45:42 AM]  Mua Bột cường hóa -20 ruby
[05:45:42 AM]  Mua Bột cường hóa -20 ruby
[05:45:42 AM]  Mua Bột cường hóa -20 ruby
[05:45:42 AM]  Mua Bột cường hóa -20 ruby
[05:45:43 AM]  Mua Bột cường hóa -20 ruby
[05:45:43 AM]  Mua Bột cường hóa -20 ruby
[05:45:43 AM]  Mua Bột cường hóa -20 ruby
[05:45:43 AM]  Mua Bột cường hóa -20 ruby
[05:45:43 AM]  Mua Bột cường hóa -20 ruby
[05:45:43 AM]  Mua Bột cường hóa -20 ruby
[05:45:43 AM]  Mua Bột cường hóa -20 ruby
[05:45:44 AM]  Mua Bột cường hóa -20 ruby
[05:45:44 AM]  Mua Bột cường hóa -20 ruby
[05:45:44 AM]  Mua Bột cường hóa -20 ruby
[05:45:44 AM]  Mua Bột cường hóa -20 ruby
[05:45:44 AM]  Mua Bột cường hóa -20 ruby
[05:45:44 AM]  Mua Bột cường hóa -20 ruby
[05:45:44 AM]  Mua Bột cường hóa -20 ruby
[05:45:45 AM]  Mua Bột cường hóa -20 ruby
[05:45:45 AM]  Mua Bột cường hóa -20 ruby
[05:45:45 AM]  Mua Bột cường hóa -20 ruby
[05:45:45 AM]  Mua Bột cường hóa -20 ruby
[05:45:45 AM]  Mua Bột cường hóa -20 ruby
[05:45:46 AM]  Mua Bột cường hóa -20 ruby
[05:45:46 AM]  Mua Bột cường hóa -20 ruby
[05:45:46 AM]  Mua Bột cường hóa -20 ruby
[05:45:46 AM]  Mua Bột cường hóa -20 ruby
[05:45:46 AM]  Mua Bột cường hóa -20 ruby
[05:45:46 AM]  Mua Bột cường hóa -20 ruby
[05:45:47 AM]  Mua Bột cường hóa -20 ruby
[05:45:47 AM]  Mua Bột cường hóa -20 ruby
[05:45:47 AM]  Mua Bột cường hóa -20 ruby
[05:45:47 AM]  Mua Bột cường hóa -20 ruby
[05:45:47 AM]  Mua Bột cường hóa -20 ruby
[05:45:47 AM]  Mua Bột cường hóa -20 ruby
[05:45:48 AM]  Mua Bột cường hóa -20 ruby
[05:45:48 AM]  Mua Bột cường hóa -20 ruby
[05:45:48 AM]  Mua Bột cường hóa -20 ruby
[05:45:48 AM]  Mua Bột cường hóa -20 ruby
[05:45:48 AM]  Mua Bột cường hóa -20 ruby
[05:45:48 AM]  Mua Bột cường hóa -20 ruby
[05:45:49 AM]  Mua Bột cường hóa -20 ruby
