[01:07:48 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[01:08:34 AM]  Giao dịch bery với kazulegend nhận +0 beri
[01:08:34 AM]  Giao dịch bery với kazulegend nhận Áo vắt vai 2
[01:08:45 AM]  Mua Bột cường hóa -20 ruby
[01:08:46 AM]  Mua Bột cường hóa -20 ruby
[01:08:46 AM]  Mua Bột cường hóa -20 ruby
[01:08:46 AM]  Mua Bột cường hóa -20 ruby
[01:08:46 AM]  Mua Bột cường hóa -20 ruby
[01:08:47 AM]  Mua Bột cường hóa -20 ruby
[01:08:47 AM]  Mua Bột cường hóa -20 ruby
[01:08:47 AM]  Mua Bột cường hóa -20 ruby
[01:08:48 AM]  Mua Bột cường hóa -20 ruby
[01:08:49 AM]  Mua Bột cường hóa -20 ruby
[01:08:49 AM]  Mua Bột cường hóa -20 ruby
[01:08:52 AM]  Mua Bột cường hóa -20 ruby
[01:08:52 AM]  Mua Bột cường hóa -20 ruby
[01:08:53 AM]  Mua Bột cường hóa -20 ruby
[01:08:53 AM]  Mua Bột cường hóa -20 ruby
[01:08:53 AM]  Mua Bột cường hóa -20 ruby
[01:08:53 AM]  Mua Bột cường hóa -20 ruby
[01:08:54 AM]  Mua Bột cường hóa -20 ruby
[01:08:54 AM]  Mua Bột cường hóa -20 ruby
[01:08:54 AM]  Mua Bột cường hóa -20 ruby
[01:08:55 AM]  Mua Bột cường hóa -20 ruby
[01:08:55 AM]  Mua Bột cường hóa -20 ruby
[01:08:55 AM]  Mua Bột cường hóa -20 ruby
[01:08:55 AM]  Mua Bột cường hóa -20 ruby
[01:08:58 AM]  Mua Bột cường hóa -20 ruby
[01:09:00 AM]  Mua Bột vàng -40 ruby
[01:09:00 AM]  Mua Bột vàng -40 ruby
[01:09:00 AM]  Mua Bột vàng -40 ruby
[01:09:01 AM]  Mua Bột vàng -40 ruby
[01:09:01 AM]  Mua Bột vàng -40 ruby
[01:09:01 AM]  Mua Bột vàng -40 ruby
[01:09:01 AM]  Mua Bột vàng -40 ruby
[01:09:02 AM]  Mua Bột vàng -40 ruby
[01:09:02 AM]  Mua Bột vàng -40 ruby
[01:09:02 AM]  Mua Bột vàng -40 ruby
[01:09:03 AM]  Mua Bột vàng -40 ruby
[01:09:03 AM]  Mua Bột vàng -40 ruby
[01:09:03 AM]  Mua Bột vàng -40 ruby
[01:09:37 AM]  Giao dịch bery với kazulegend nhận +0 beri
[01:16:16 AM]  Logout : [Beri] 1.977.500.000 [Ruby] 498.980
[01:23:54 AM]  Login : [Beri] 1.977.500.000 [Ruby] 498.980
[01:24:13 AM]  Giao dịch bery với kazulegend nhận +0 beri
[01:24:13 AM]  Giao dịch bery với kazulegend nhận Mũ sọc tím 2
[01:24:23 AM]  Mua Bột cường hóa -20 ruby
[01:24:23 AM]  Mua Bột cường hóa -20 ruby
[01:24:24 AM]  Mua Bột cường hóa -20 ruby
[01:24:24 AM]  Mua Bột cường hóa -20 ruby
[01:24:24 AM]  Mua Bột cường hóa -20 ruby
[01:24:24 AM]  Mua Bột cường hóa -20 ruby
[01:24:25 AM]  Mua Bột cường hóa -20 ruby
[01:24:25 AM]  Mua Bột cường hóa -20 ruby
[01:24:25 AM]  Mua Bột cường hóa -20 ruby
[01:24:25 AM]  Mua Bột cường hóa -20 ruby
[01:24:26 AM]  Mua Bột cường hóa -20 ruby
[01:24:26 AM]  Mua Bột cường hóa -20 ruby
[01:24:26 AM]  Mua Bột cường hóa -20 ruby
[01:24:26 AM]  Mua Bột cường hóa -20 ruby
[01:24:27 AM]  Mua Bột cường hóa -20 ruby
[01:24:27 AM]  Mua Bột cường hóa -20 ruby
[01:24:27 AM]  Mua Bột cường hóa -20 ruby
[01:24:27 AM]  Mua Bột cường hóa -20 ruby
[01:24:28 AM]  Mua Bột cường hóa -20 ruby
[01:24:28 AM]  Mua Bột cường hóa -20 ruby
[01:24:28 AM]  Mua Bột cường hóa -20 ruby
[01:24:29 AM]  Mua Bột cường hóa -20 ruby
[01:24:29 AM]  Mua Bột cường hóa -20 ruby
[01:24:29 AM]  Mua Bột cường hóa -20 ruby
[01:24:30 AM]  Mua Bột cường hóa -20 ruby
[01:24:30 AM]  Mua Bột cường hóa -20 ruby
[01:24:30 AM]  Mua Bột cường hóa -20 ruby
[01:24:33 AM]  Mua Bột vàng -40 ruby
[01:24:34 AM]  Mua Bột vàng -40 ruby
[01:24:34 AM]  Mua Bột vàng -40 ruby
[01:24:34 AM]  Mua Bột vàng -40 ruby
[01:24:34 AM]  Mua Bột vàng -40 ruby
[01:24:35 AM]  Mua Bột vàng -40 ruby
[01:24:35 AM]  Mua Bột vàng -40 ruby
[01:24:35 AM]  Mua Bột vàng -40 ruby
[01:24:36 AM]  Mua Bột vàng -40 ruby
[01:24:36 AM]  Mua Bột vàng -40 ruby
[01:24:36 AM]  Mua Bột vàng -40 ruby
[01:24:36 AM]  Mua Bột vàng -40 ruby
[01:24:37 AM]  Mua Bột vàng -40 ruby
[01:24:37 AM]  Mua Bột vàng -40 ruby
[01:24:37 AM]  Mua Bột vàng -40 ruby
[01:26:07 AM]  Giao dịch bery với kazulegend nhận +0 beri
[01:30:20 AM]  Logout : [Beri] 1.955.000.000 [Ruby] 497.840
