[02:03:28 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[02:04:52 AM]  Mua Tóc khỉ con -500 ruby
[02:05:29 AM]  Mua Trang phục Franky -500 ruby
[02:09:41 AM]  Mua Vé tẩy tiềm năng -0 beri
[02:09:45 AM]  Mua Kinh nghiệm X2 -60 ruby
[02:09:47 AM]  Mua Xp Chiêu thức -6000 ruby
[02:14:04 AM]  Nhặt +3813 beri
[02:16:12 AM]  Logout : [Beri] 2.000.003.813 [Ruby] 492.940
[02:16:58 AM]  Login : [Beri] 2.000.003.813 [Ruby] 492.940
[02:17:21 AM]  Mua Bột cường hóa -20 ruby
[02:17:21 AM]  Mua Bột cường hóa -20 ruby
[02:17:21 AM]  Mua Bột cường hóa -20 ruby
[02:17:21 AM]  Mua Bột cường hóa -20 ruby
[02:17:22 AM]  Mua Bột cường hóa -20 ruby
[02:17:22 AM]  Mua Bột cường hóa -20 ruby
[02:17:22 AM]  Mua Bột cường hóa -20 ruby
[02:17:22 AM]  Mua Bột cường hóa -20 ruby
[02:17:22 AM]  Mua Bột cường hóa -20 ruby
[02:17:22 AM]  Mua Bột cường hóa -20 ruby
[02:17:23 AM]  Mua Bột cường hóa -20 ruby
[02:17:23 AM]  Mua Bột cường hóa -20 ruby
[02:17:23 AM]  Mua Bột cường hóa -20 ruby
[02:17:23 AM]  Mua Bột cường hóa -20 ruby
[02:17:23 AM]  Mua Bột cường hóa -20 ruby
[02:17:23 AM]  Mua Bột cường hóa -20 ruby
[02:17:24 AM]  Mua Bột cường hóa -20 ruby
[02:17:24 AM]  Mua Bột cường hóa -20 ruby
[02:17:24 AM]  Mua Bột cường hóa -20 ruby
[02:17:24 AM]  Mua Bột cường hóa -20 ruby
[02:17:24 AM]  Mua Bột cường hóa -20 ruby
[02:17:24 AM]  Mua Bột cường hóa -20 ruby
[02:17:25 AM]  Mua Bột cường hóa -20 ruby
[02:17:25 AM]  Mua Bột cường hóa -20 ruby
[02:17:25 AM]  Mua Bột cường hóa -20 ruby
[02:17:25 AM]  Mua Bột cường hóa -20 ruby
[02:17:25 AM]  Mua Bột cường hóa -20 ruby
[02:17:25 AM]  Mua Bột cường hóa -20 ruby
[02:17:26 AM]  Mua Bột cường hóa -20 ruby
[02:17:26 AM]  Mua Bột cường hóa -20 ruby
[02:17:26 AM]  Mua Bột cường hóa -20 ruby
[02:17:26 AM]  Mua Bột cường hóa -20 ruby
[02:17:26 AM]  Mua Bột cường hóa -20 ruby
[02:17:26 AM]  Mua Bột cường hóa -20 ruby
[02:17:26 AM]  Mua Bột cường hóa -20 ruby
[02:17:27 AM]  Mua Bột cường hóa -20 ruby
[02:17:27 AM]  Mua Bột cường hóa -20 ruby
[02:17:27 AM]  Mua Bột cường hóa -20 ruby
