[08:03:45 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[08:11:20 AM]  Mua Trang phục Franky -500 ruby
[08:11:44 AM]  Mua Tóc Siêu Sao -500 ruby
[08:16:09 AM]  Mua 99 vé vòng quay -1485 ruby
[08:25:54 AM]  Logout : [Beri] 2.000.000.000 [Ruby] 497.505
[08:49:28 AM]  Login : [Beri] 2.000.000.000 [Ruby] 497.505
[08:50:23 AM]  Nhặt +901 beri
[08:54:44 AM]  Mua Cola -800 beri
[08:54:44 AM]  Mua Cola -800 beri
[08:54:44 AM]  Mua Cola -800 beri
[08:54:44 AM]  Mua Cola -800 beri
[08:54:44 AM]  Mua Cola -800 beri
[08:54:45 AM]  Mua Cola -800 beri
[08:54:45 AM]  Mua Cola -800 beri
[08:54:45 AM]  Mua Cola -800 beri
[08:54:45 AM]  Mua Cola -800 beri
[08:54:45 AM]  Mua Cola -800 beri
[08:54:46 AM]  Mua Cola -800 beri
[08:54:46 AM]  Mua Cola -800 beri
[08:54:51 AM]  Mua Gà nướng -1000 beri
[08:54:51 AM]  Mua Gà nướng -1000 beri
[08:54:51 AM]  Mua Gà nướng -1000 beri
[08:54:51 AM]  Mua Gà nướng -1000 beri
[08:54:52 AM]  Mua Gà nướng -1000 beri
[08:54:52 AM]  Mua Gà nướng -1000 beri
[08:54:52 AM]  Mua Gà nướng -1000 beri
[08:54:52 AM]  Mua Gà nướng -1000 beri
[08:54:52 AM]  Mua Gà nướng -1000 beri
[08:54:52 AM]  Mua Gà nướng -1000 beri
[08:54:53 AM]  Mua Gà nướng -1000 beri
[08:54:53 AM]  Mua Gà nướng -1000 beri
[08:54:53 AM]  Mua Gà nướng -1000 beri
[08:54:57 AM]  Mua Kinh nghiệm X2 -60 ruby
[08:54:59 AM]  Mua Xp Chiêu thức -6000 ruby
[08:55:08 AM]  Mua Quả Conache -0 beri
[08:55:08 AM]  Mua Quả Conache -0 beri
[08:55:08 AM]  Mua Quả Conache -0 beri
[08:55:08 AM]  Mua Quả Conache -0 beri
[08:55:09 AM]  Mua Quả Conache -0 beri
[08:55:09 AM]  Mua Quả Conache -0 beri
[08:55:09 AM]  Mua Quả Conache -0 beri
[08:59:19 AM]  Mua 999 vé vòng quay -14985 ruby
[09:04:29 AM]  Mua Mai rùa -140 ruby
[09:04:29 AM]  Mua Mai rùa -140 ruby
[09:04:29 AM]  Mua Mai rùa -140 ruby
[09:04:30 AM]  Mua Mai rùa -140 ruby
[09:04:30 AM]  Mua Mai rùa -140 ruby
[09:04:30 AM]  Mua Mai rùa -140 ruby
[09:04:30 AM]  Mua Mai rùa -140 ruby
[09:04:30 AM]  Mua Mai rùa -140 ruby
[09:04:31 AM]  Mua Mai rùa -140 ruby
[09:04:33 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:33 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:33 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:33 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:33 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:34 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:34 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:34 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:34 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:35 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:35 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:35 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:35 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:35 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:35 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:36 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:36 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:36 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:36 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:37 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:37 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:37 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:37 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:37 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:37 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:38 AM]  Mua Ngôi sao may mắn -100 ruby
[09:04:41 AM]  Mua Bột vàng -40 ruby
[09:04:41 AM]  Mua Bột vàng -40 ruby
[09:04:41 AM]  Mua Bột vàng -40 ruby
[09:04:42 AM]  Mua Bột vàng -40 ruby
[09:04:42 AM]  Mua Bột vàng -40 ruby
[09:04:42 AM]  Mua Bột vàng -40 ruby
[09:04:42 AM]  Mua Bột vàng -40 ruby
[09:04:43 AM]  Mua Bột vàng -40 ruby
[09:04:43 AM]  Mua Bột vàng -40 ruby
[09:04:43 AM]  Mua Bột vàng -40 ruby
[09:04:43 AM]  Mua Bột vàng -40 ruby
[09:04:43 AM]  Mua Bột vàng -40 ruby
[09:04:44 AM]  Mua Bột vàng -40 ruby
[09:04:44 AM]  Mua Bột vàng -40 ruby
[09:04:44 AM]  Mua Bột vàng -40 ruby
[09:04:44 AM]  Mua Bột vàng -40 ruby
[09:04:44 AM]  Mua Bột vàng -40 ruby
[09:04:45 AM]  Mua Bột vàng -40 ruby
[09:04:45 AM]  Mua Bột vàng -40 ruby
[09:04:45 AM]  Mua Bột vàng -40 ruby
[09:04:45 AM]  Mua Bột vàng -40 ruby
[09:04:45 AM]  Mua Bột vàng -40 ruby
[09:04:46 AM]  Mua Bột vàng -40 ruby
[09:04:46 AM]  Mua Bột vàng -40 ruby
[09:04:46 AM]  Mua Bột vàng -40 ruby
[09:04:46 AM]  Mua Bột vàng -40 ruby
[09:04:47 AM]  Mua Bột vàng -40 ruby
[09:04:47 AM]  Mua Bột vàng -40 ruby
[09:04:47 AM]  Mua Bột vàng -40 ruby
[09:04:49 AM]  Mua Bột cường hóa -20 ruby
[09:04:51 AM]  Mua Bột cường hóa -20 ruby
[09:04:51 AM]  Mua Bột cường hóa -20 ruby
[09:04:51 AM]  Mua Bột cường hóa -20 ruby
[09:04:51 AM]  Mua Bột cường hóa -20 ruby
[09:04:52 AM]  Mua Bột cường hóa -20 ruby
[09:04:52 AM]  Mua Bột cường hóa -20 ruby
[09:04:52 AM]  Mua Bột cường hóa -20 ruby
[09:04:52 AM]  Mua Bột cường hóa -20 ruby
[09:04:52 AM]  Mua Bột cường hóa -20 ruby
[09:04:53 AM]  Mua Bột cường hóa -20 ruby
[09:04:53 AM]  Mua Bột cường hóa -20 ruby
[09:04:53 AM]  Mua Bột cường hóa -20 ruby
[09:04:53 AM]  Mua Bột cường hóa -20 ruby
[09:04:53 AM]  Mua Bột cường hóa -20 ruby
[09:04:54 AM]  Mua Bột cường hóa -20 ruby
[09:04:54 AM]  Mua Bột cường hóa -20 ruby
[09:04:54 AM]  Mua Bột cường hóa -20 ruby
[09:04:54 AM]  Mua Bột cường hóa -20 ruby
[09:04:55 AM]  Mua Bột cường hóa -20 ruby
[09:04:55 AM]  Mua Bột cường hóa -20 ruby
[09:04:55 AM]  Mua Bột cường hóa -20 ruby
[09:04:55 AM]  Mua Bột cường hóa -20 ruby
[09:04:55 AM]  Mua Bột cường hóa -20 ruby
[09:04:55 AM]  Mua Bột cường hóa -20 ruby
[09:04:56 AM]  Mua Bột cường hóa -20 ruby
