[03:39:19 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[03:40:29 AM]  Mua gold roger -500 ruby
[03:40:35 AM]  Mua Tóc khỉ con -500 ruby
[03:40:40 AM]  Mua Pell -500 ruby
[03:41:32 AM]  Logout : [Beri] 2.000.000.000 [Ruby] 498.500
[03:41:42 AM]  Login : [Beri] 2.000.000.000 [Ruby] 498.500
[03:42:04 AM]  Nhập giftcode Bạn nhận được:
Beri : 2000000000
Ruby : 1000000000
Item : 
[03:42:14 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Thiên thạch may mắn x10, 
[03:42:27 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Quả Tim x1, 
[03:42:35 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Dial 4 x1, 
[03:42:52 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Đá ác quỷ x1500, 
[03:43:02 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Khiên x500, 
[03:43:12 AM]  Nhập giftcode Bạn nhận được:
Beri : 0
Ruby : 0
Item : Đá ác quỷ x20000, 
[03:44:32 AM]  Mua boa hancock -500 ruby
[03:44:37 AM]  Mua xác ướp trắng -500 ruby
[03:44:56 AM]  Logout : [Beri] 2.000.000.000 [Ruby] 1.000.497.532
[03:45:16 AM]  Login : [Beri] 2.000.000.000 [Ruby] 1.000.497.532
[03:45:42 AM]  Mua Kinh nghiệm X2 -60 ruby
[03:45:43 AM]  Mua Kinh nghiệm X2 -60 ruby
[03:45:44 AM]  Mua Xp Chiêu thức -6000 ruby
[03:45:44 AM]  Mua Xp Chiêu thức -6000 ruby
[03:45:45 AM]  Mua Xp Chiêu thức -6000 ruby
[03:45:49 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:49 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:49 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:49 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:49 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:49 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:50 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:50 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:50 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:50 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:50 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:50 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:50 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:51 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:51 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:51 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:51 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:51 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:51 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:52 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:52 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:52 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:52 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:52 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:52 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:53 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:53 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:53 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:53 AM]  Mua Cơm hộp hải tặc -0 beri
[03:45:53 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:15 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:15 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:15 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:15 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:15 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:15 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:16 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:16 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:16 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:16 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:16 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:16 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:17 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:17 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:17 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:17 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:18 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:18 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:18 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:18 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:18 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:19 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:19 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:19 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:19 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:19 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:20 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:20 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:20 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:20 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:20 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:21 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:21 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:21 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:21 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:21 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:22 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:22 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:22 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:22 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:22 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:23 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:23 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:23 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:23 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:23 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:23 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:24 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:24 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:24 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:24 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:24 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:25 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:25 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:25 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:26 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:26 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:26 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:26 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:26 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:26 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:26 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:27 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:27 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:27 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:27 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:27 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:28 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:28 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:28 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:28 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:28 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:29 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:29 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:29 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:29 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:29 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:29 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:30 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:30 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:30 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:30 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:30 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:31 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:31 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:31 AM]  Mua Cơm hộp hải tặc -0 beri
[03:46:31 AM]  Mua Cơm hộp hải tặc -0 beri
