[12:34:08 AM]  Login : [Beri] 2.000.000.000 [Ruby] 500.000
[12:34:41 AM]  Giao dịch bery với inovaa nhận +0 beri
[12:34:41 AM]  Giao dịch bery với inovaa nhận Khố tím 2
[12:34:41 AM]  Giao dịch bery với inovaa nhận Kiếm thất truyền 2
[12:35:07 AM]  Giao dịch bery với inovaa nhận +0 beri
[12:35:32 AM]  Giao dịch bery với inovaa nhận +0 beri
[12:35:32 AM]  Giao dịch bery với inovaa nhận Khố tím 2
[12:35:50 AM]  Mua Bột cường hóa -20 ruby
[12:35:51 AM]  Mua Bột cường hóa -20 ruby
[12:35:51 AM]  Mua Bột cường hóa -20 ruby
[12:35:51 AM]  Mua Bột cường hóa -20 ruby
[12:35:51 AM]  Mua Bột cường hóa -20 ruby
[12:35:51 AM]  Mua Bột cường hóa -20 ruby
[12:35:51 AM]  Mua Bột cường hóa -20 ruby
[12:35:51 AM]  Mua Bột cường hóa -20 ruby
[12:35:52 AM]  Mua Bột cường hóa -20 ruby
[12:35:52 AM]  Mua Bột cường hóa -20 ruby
[12:35:52 AM]  Mua Bột cường hóa -20 ruby
[12:35:52 AM]  Mua Bột cường hóa -20 ruby
[12:35:52 AM]  Mua Bột cường hóa -20 ruby
[12:35:52 AM]  Mua Bột cường hóa -20 ruby
[12:35:52 AM]  Mua Bột cường hóa -20 ruby
[12:35:53 AM]  Mua Bột cường hóa -20 ruby
[12:35:53 AM]  Mua Bột cường hóa -20 ruby
[12:35:53 AM]  Mua Bột cường hóa -20 ruby
[12:35:53 AM]  Mua Bột cường hóa -20 ruby
[12:35:54 AM]  Mua Bột cường hóa -20 ruby
[12:35:54 AM]  Mua Bột cường hóa -20 ruby
[12:35:59 AM]  Mua Bột cường hóa -20 ruby
[12:35:59 AM]  Mua Bột cường hóa -20 ruby
[12:35:59 AM]  Mua Bột cường hóa -20 ruby
[12:35:59 AM]  Mua Bột cường hóa -20 ruby
[12:35:59 AM]  Mua Bột cường hóa -20 ruby
[12:36:00 AM]  Mua Bột cường hóa -20 ruby
[12:36:00 AM]  Mua Bột cường hóa -20 ruby
[12:36:00 AM]  Mua Bột cường hóa -20 ruby
[12:36:00 AM]  Mua Bột cường hóa -20 ruby
[12:36:00 AM]  Mua Bột cường hóa -20 ruby
[12:36:00 AM]  Mua Bột cường hóa -20 ruby
[12:36:00 AM]  Mua Bột cường hóa -20 ruby
[12:36:01 AM]  Mua Bột cường hóa -20 ruby
[12:36:01 AM]  Mua Bột cường hóa -20 ruby
[12:36:01 AM]  Mua Bột cường hóa -20 ruby
[12:36:01 AM]  Mua Bột cường hóa -20 ruby
[12:36:01 AM]  Mua Bột cường hóa -20 ruby
[12:36:01 AM]  Mua Bột cường hóa -20 ruby
[12:36:02 AM]  Mua Bột cường hóa -20 ruby
[12:36:02 AM]  Mua Bột cường hóa -20 ruby
[12:36:05 AM]  Mua Bột vàng -40 ruby
[12:36:05 AM]  Mua Bột vàng -40 ruby
[12:36:06 AM]  Mua Bột vàng -40 ruby
[12:36:06 AM]  Mua Bột vàng -40 ruby
[12:36:06 AM]  Mua Bột vàng -40 ruby
[12:36:06 AM]  Mua Bột vàng -40 ruby
[12:36:06 AM]  Mua Bột vàng -40 ruby
[12:36:06 AM]  Mua Bột vàng -40 ruby
[12:36:07 AM]  Mua Bột vàng -40 ruby
[12:36:07 AM]  Mua Bột vàng -40 ruby
[12:36:07 AM]  Mua Bột vàng -40 ruby
[12:36:07 AM]  Mua Bột vàng -40 ruby
[12:36:32 AM]  Giao dịch bery với inovaa nhận +0 beri
[12:36:39 AM]  Logout : [Beri] 2.000.000.000 [Ruby] 498.600
