[09:58:15 PM]  Login : [Beri] 1.999.999.999 [Ruby] 1.999.999.999
[10:00:03 PM]  Mua Dragon -500 ruby
[10:00:28 PM]  Mua Dr. Strange Zoombie -500 ruby
[10:00:35 PM]  Mua Tóc thép -500 ruby
[10:01:36 PM]  Mua 9000 vé vòng quay -135000 ruby
[10:09:04 PM]  Mua Bột cường hóa -20 ruby
[10:09:04 PM]  Mua Bột cường hóa -20 ruby
[10:09:04 PM]  Mua Bột cường hóa -20 ruby
[10:09:05 PM]  Mua Bột cường hóa -20 ruby
[10:09:05 PM]  Mua Bột cường hóa -20 ruby
[10:09:05 PM]  Mua Bột cường hóa -20 ruby
[10:09:05 PM]  Mua Bột cường hóa -20 ruby
[10:09:05 PM]  Mua Bột cường hóa -20 ruby
[10:09:05 PM]  Mua Bột cường hóa -20 ruby
[10:09:06 PM]  Mua Bột cường hóa -20 ruby
[10:09:06 PM]  Mua Bột cường hóa -20 ruby
[10:09:06 PM]  Mua Bột cường hóa -20 ruby
[10:09:06 PM]  Mua Bột cường hóa -20 ruby
[10:09:06 PM]  Mua Bột cường hóa -20 ruby
[10:09:07 PM]  Mua Bột cường hóa -20 ruby
[10:09:07 PM]  Mua Bột cường hóa -20 ruby
[10:09:07 PM]  Mua Bột cường hóa -20 ruby
[10:09:07 PM]  Mua Bột cường hóa -20 ruby
[10:09:07 PM]  Mua Bột cường hóa -20 ruby
[10:09:09 PM]  Mua Bột vàng -40 ruby
[10:09:09 PM]  Mua Bột vàng -40 ruby
[10:09:10 PM]  Mua Bột vàng -40 ruby
[10:09:10 PM]  Mua Bột vàng -40 ruby
[10:09:10 PM]  Mua Bột vàng -40 ruby
[10:09:10 PM]  Mua Bột vàng -40 ruby
[10:09:12 PM]  Mua Bột vàng -40 ruby
[10:09:12 PM]  Mua Bột vàng -40 ruby
[10:09:12 PM]  Mua Bột vàng -40 ruby
[10:09:12 PM]  Mua Bột vàng -40 ruby
[10:09:12 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:13 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:14 PM]  Mua Bột vàng -40 ruby
[10:09:15 PM]  Mua Bột vàng -40 ruby
[10:09:15 PM]  Mua Bột vàng -40 ruby
[10:09:15 PM]  Mua Bột vàng -40 ruby
[10:09:15 PM]  Mua Bột vàng -40 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:21 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:22 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:22 PM]  Mua Ngôi sao may mắn -100 ruby
[10:09:22 PM]  Mua Ngôi sao may mắn -100 ruby
