[04:54:39 PM]  Login : [Beri] 1.999.999.999 [Ruby] 1.999.999.999
[04:54:56 PM]  Nhặt +144 beri
[04:55:02 PM]  Nhặt +111 beri
[04:55:05 PM]  Nhặt +144 beri
[04:55:06 PM]  Nhặt +136 beri
[04:55:10 PM]  Nhặt +120 beri
[04:55:14 PM]  Nhặt +114 beri
[04:55:19 PM]  Nhặt +98 beri
[04:55:24 PM]  Nhặt +175 beri
[04:55:25 PM]  Nhặt +36 beri
[04:57:22 PM]  Mua Dr. Strange Zoombie -500 ruby
[04:58:15 PM]  Mua 5000 vé vòng quay -75000 ruby
[04:59:02 PM]  Mua 1000 vé vòng quay -15000 ruby
[05:11:12 PM]  Nhặt +2768 beri
[05:11:16 PM]  Nhặt +144 beri
[05:11:32 PM]  Mua Xp Chiêu thức -6000 ruby
[05:11:34 PM]  Mua Kinh nghiệm X2 -60 ruby
[05:11:35 PM]  Mua Súp baratie -1600 beri
[05:11:35 PM]  Mua Súp baratie -1600 beri
[05:11:35 PM]  Mua Súp baratie -1600 beri
[05:11:35 PM]  Mua Súp baratie -1600 beri
[05:11:36 PM]  Mua Súp baratie -1600 beri
[05:11:36 PM]  Mua Súp baratie -1600 beri
[05:11:36 PM]  Mua Súp baratie -1600 beri
[05:11:36 PM]  Mua Súp baratie -1600 beri
[05:11:36 PM]  Mua Súp baratie -1600 beri
[05:11:36 PM]  Mua Súp baratie -1600 beri
[05:11:37 PM]  Mua Súp baratie -1600 beri
[05:11:37 PM]  Mua Súp baratie -1600 beri
[05:11:37 PM]  Mua Súp baratie -1600 beri
[05:11:37 PM]  Mua Súp baratie -1600 beri
[05:11:37 PM]  Mua Súp baratie -1600 beri
[05:11:37 PM]  Mua Súp baratie -1600 beri
[05:11:37 PM]  Mua Súp baratie -1600 beri
[05:11:38 PM]  Mua Súp baratie -1600 beri
[05:11:38 PM]  Mua Súp baratie -1600 beri
[05:11:38 PM]  Mua Súp baratie -1600 beri
[05:11:38 PM]  Mua Súp baratie -1600 beri
[05:11:38 PM]  Mua Súp baratie -1600 beri
[05:11:38 PM]  Mua Súp baratie -1600 beri
[05:11:39 PM]  Mua Súp baratie -1600 beri
[05:11:39 PM]  Mua Súp baratie -1600 beri
[05:11:39 PM]  Mua Súp baratie -1600 beri
[05:11:39 PM]  Mua Súp baratie -1600 beri
[05:11:39 PM]  Mua Súp baratie -1600 beri
